Nazwa,ID,Fabryka,Pakowanie,Waga Paczki,Waga Jednostki,Cena katalogowa,Cena zakupu,Cena Detal Fabryka,Cena Detal Plac,Cena Wykonawcy Fabryka,Cena Wykonawcy Plac,Cena Hurt Fabryka,Cena Hurt Plac,Czy Kurier,Cena Kurier,Towar Niedostępny,Przewidywany czas dostępnosci,Uwagi,Sprzedaz jednostkowa,Szerokosc,Na Promocji,Na Palecie,Czy Koszt Sprzedazy,wpid
"Gumowy podkład wyrównujący 145 mm h-1,5 mm",25626,LIBET,1,1,1,1.66,1,1.3,27.7,1.2,27.6,1.1,27.5,,0,,2021-12-23 00:00:00,,1,0,,,,25132
"Gumowy podkład wyrównujący h-1 mm do podkładki 16 mm",25627,LIBET,1,1,1,3.31,2.1899999999999,2.9,29.3,2.6,29,2.5,28.9,,0,,2021-12-23 00:00:00,,1,0,,,,25133
"Klipsy do montażu maskownic - górny",25628,LIBET,1,1,1,20.9,11.31,14.8,41.2,13.4,39.8,12.5,38.9,,0,,2021-12-23 00:00:00,,1,0,,,,25134
"Klipsy do montażu maskownic - dolny",25629,LIBET,1,1,1,17.17,10.17,13.3,39.7,12.1,38.5,11.2,37.6,,0,,2021-12-23 00:00:00,,1,0,,,,25135
"Klips dylatacyjny od ściany",25630,LIBET,1,1,1,8.83,5.94,7.8,34.2,7.1,33.5,6.6,33,,0,,2021-12-23 00:00:00,,1,0,,,,25136
"Gumowe podkładki pod wsporniki 200x200x3 mm",25631,LIBET,1,1,1,3.89,2.5800000000001,3.4,29.8,3.1,29.5,2.9,29.3,,0,,2021-12-23 00:00:00,,1,0,,,,25137
"Gumowe podkładki pod wsporniki 200x200x8 mm",25632,LIBET,1,1,1,6.01,3.93,5.2,31.6,4.7,31.1,4.4,30.8,,0,,2021-12-23 00:00:00,,1,0,,,,25138
"Gumowe podkładki pod wsporniki 100x100x5 mm",25633,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25139
"Gumowe podkładki pod wsporniki 100x100x10 mm",25634,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25140
"Skrzynka rozsączająca baza (0,16 m3)",25635,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25141
"Ścianka skrzynki rozsączającej",25636,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25142
"Klips montażowy boczny do skrzynki rozsączającej",25637,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25143
"Klips montażowy pionowy do skrzynki rozsączającej",25638,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25144
"Zaślepka kolumn do skrzynki rozsączającej",25639,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25145
"Obrzeże Libet Bord",25640,LIBET,1,1,1,9.84,6.07,7.9,34.3,7.2,33.6,6.7,33.1,,0,,2021-12-23 00:00:00,,1,0,,,,25146
"Gwóźdź do obrzeża Libet Bord",25641,LIBET,1,1,1,1.48,14.76,19.2,45.6,17.5,43.9,16.3,42.7,,0,,2021-12-23 00:00:00,,1,0,,,,25147
"Nakładka Libet Bord",25642,LIBET,10,1,0.1,0,28.17,36.7,39.4,33.3,36,31,33.7,,0,,2021-12-23 00:00:00,,10,0,,,,25148
"Narożnik nakładki Libet Bord",25643,LIBET,10,1,0.1,0,28.17,36.7,39.4,33.3,36,31,33.7,,0,,2021-12-23 00:00:00,,10,0,,,,25149
"Kratka trawnikowa Libet wys. 50 mm",25644,LIBET,1,1,1,0,52.4,68.2,94.6,61.9,88.3,57.7,84.1,,0,,2021-12-23 00:00:00,,1,0,,,,25150
"Kratka trawnikowa Libet wys. 40 mm",25645,LIBET,1,1,1,0,43.669999999999,56.8,83.2,51.6,78,48.1,74.5,,0,,2021-12-23 00:00:00,,1,0,,,,25151
"Chwytak do płyt Libet Ceramic 60x60x2",25646,LIBET,1,1,1,236.16,120.84,157.1,183.5,142.6,169,133,159.4,,0,,2021-12-23 00:00:00,,1,0,,,,25152
"Chwytak dwusuwakowy Libet Ceramic 600-1500 mm",25647,LIBET,1,1,1,804.91,486.17,632.1,658.5,573.7,600.1,534.8,561.2,,0,,2021-12-23 00:00:00,,1,0,,,,25153
"Chwytak do płytek Libet regulowany 200/300/350/400/500/600 mm",25648,LIBET,1,1,1,305.53,374.56,487,513.4,442,468.4,412.1,438.5,,0,,2021-12-23 00:00:00,,1,0,,,,25154
"Chwytak poprzeczny Libet regulowany do 143 mm",25649,LIBET,1,1,1,378.59,219.99000000001,286,312.4,259.6,286,242,268.4,,0,,2021-12-23 00:00:00,,1,0,,,,25155
"Chwytak wzdłużny do płyt Maxima LIBET regulowany 600/800/1000 mm",25650,LIBET,1,1,1,758.91,374.56,487,513.4,442,468.4,412.1,438.5,,0,,2021-12-23 00:00:00,,1,0,,,,25156
"Chwytak wzdłużny Libet regulowany 610/760/810/1010 mm",25651,LIBET,1,1,1,540.22,310.62999999999,403.9,430.3,366.6,393,341.7,368.1,,0,,2021-12-23 00:00:00,,1,0,,,,25157
"Ręczny chwytak walizkowy Libet",25652,LIBET,1,1,1,624.84,366.52,476.5,502.9,432.5,458.9,403.2,429.6,,0,,2021-12-23 00:00:00,,1,0,,,,25158
"Imak brukarski Libet regulowany 40-250 mm",25653,LIBET,1,1,1,359.65,216.76,281.8,308.2,255.8,282.2,238.5,264.9,,0,,2021-12-23 00:00:00,,1,0,,,,25159
"Łom brukarski Libet",25654,LIBET,1,1,1,183.27,111.96,145.6,172,132.2,158.6,123.2,149.6,,0,,2021-12-23 00:00:00,,1,0,,,,25160
"Młotek brukarski Libet 1,6 kg mały (Guma-Guma)",25655,LIBET,1,1,1,181.67,110.99,144.3,170.7,131,157.4,122.1,148.5,,0,,2021-12-23 00:00:00,,1,0,,,,25161
"Młotek brukarski Libet 1,6 kg mały (Guma+Nylon)",25656,LIBET,1,1,1,208.85,129.77,168.8,195.2,153.2,179.6,142.8,169.2,,0,,2021-12-23 00:00:00,,1,0,,,,25162
"Młotek brukarski Libet 1,6 kg mały (Nylon+Nylon)",25657,LIBET,1,1,1,230.26,149.51000000001,194.4,220.8,176.5,202.9,164.5,190.9,,0,,2021-12-23 00:00:00,,1,0,,,,25163
"Młotek brukarski Libet 1,6 kg mały (Elastomer+Elastomer)",25658,LIBET,1,1,1,269.37,182.95999999999,237.9,264.3,215.9,242.3,201.3,227.7,,0,,2021-12-23 00:00:00,,1,0,,,,25164
"Młotek brukarski Libet 3,2 kg duży (Guma-Guma)",25659,LIBET,1,1,1,269.12,174.05,226.3,252.7,205.4,231.8,191.5,217.9,,0,,2021-12-23 00:00:00,,1,0,,,,25165
"Młotek brukarski Libet 3,2 kg duży (Guma+Nylon)",25660,LIBET,1,1,1,309.47,205.75,267.5,293.9,242.8,269.2,226.4,252.8,,0,,2021-12-23 00:00:00,,1,0,,,,25166
"Młotek brukarski Libet 3,2 kg duży (Nylon+Nylon)",25661,LIBET,1,1,1,332.59,211.78,275.4,301.8,250,276.4,233,259.4,,0,,2021-12-23 00:00:00,,1,0,,,,25167
"Przymiar brukarski Libet",25662,LIBET,1,1,1,174.78,107.42,139.7,166.1,126.8,153.2,118.2,144.6,,0,,2021-12-23 00:00:00,,1,0,,,,25168
"Opal",25663,LIBET,1,1,1,0,478.57,622.2,648.6,564.8,591.2,526.5,552.9,,0,,2021-12-23 00:00:00,,1,0,,,,25169
"Barite DL",25664,LIBET,1,1,1,434.19,296.05,384.9,411.3,349.4,375.8,325.7,352.1,,0,,2021-12-23 00:00:00,,1,0,,,,25170
"Barite 40",25665,LIBET,1,1,1,375.15,241.9,314.5,340.9,285.5,311.9,266.1,292.5,,0,,2021-12-23 00:00:00,,1,0,,,,25171
"Nina",25666,LIBET,1,1,1,1384.98,914.35,1188.7,1215.1,1079,1105.4,1005.8,1032.2,,0,,2021-12-23 00:00:00,,1,0,,,,25172
"Nodin",25667,LIBET,1,1,1,1691.25,1116.08,1451,1477.4,1317,1343.4,1227.7,1254.1,,0,,2021-12-23 00:00:00,,1,0,,,,25173
"Emerald",25668,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25174
"Oberon Hi",25669,LIBET,1,1,1,501.84,319.4,415.3,441.7,376.9,403.3,351.4,377.8,,0,,2021-12-23 00:00:00,,1,0,,,,25175
"Juno 2",25670,LIBET,1,1,1,260.76,194.75,253.2,279.6,229.9,256.3,214.3,240.7,,0,,2021-12-23 00:00:00,,1,0,,,,25176
"Castor 3",25671,LIBET,1,1,1,384.99,248.01999999999,322.5,348.9,292.7,319.1,272.9,299.3,,0,,2021-12-23 00:00:00,,1,0,,,,25177
"Nova 3",25672,LIBET,1,1,1,505.53,334.47,434.9,461.3,394.7,421.1,368,394.4,,0,,2021-12-23 00:00:00,,1,0,,,,25178
"Avior",25673,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25179
"Dolomite",25674,LIBET,1,1,1,0,169.42,220.3,246.7,200,226.4,186.4,212.8,,0,,2021-12-23 00:00:00,,1,0,,,,25180
"Coral",25675,LIBET,1,1,1,440.34,299.54,389.5,415.9,353.5,379.9,329.5,355.9,,0,,2021-12-23 00:00:00,,1,0,,,,25181
"Polaris",25676,LIBET,1,1,1,345.63,222.68999999999,289.5,315.9,262.8,289.2,245,271.4,,0,,2021-12-23 00:00:00,,1,0,,,,25182
"Kuma",25677,LIBET,1,1,1,322.26,207.85,270.3,296.7,245.3,271.7,228.7,255.1,,0,,2021-12-23 00:00:00,,1,0,,,,25183
"Quartz",25678,LIBET,1,1,1,220.17,132.74,172.6,199,156.7,183.1,146.1,172.5,,0,,2021-12-23 00:00:00,,1,0,,,,25184
"Ixion",25679,LIBET,1,1,1,248.58,352.81,458.7,485.1,416.4,442.8,388.1,414.5,,0,,2021-12-23 00:00:00,,1,0,,,,25185
"Topaz",25680,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25186
"Agate",25681,LIBET,1,1,1,333.33,227.2,295.4,321.8,268.1,294.5,250,276.4,,0,,2021-12-23 00:00:00,,1,0,,,,25187
"Atik R1",25682,LIBET,1,1,1,526.44,338.84,440.5,466.9,399.9,426.3,372.8,399.2,,0,,2021-12-23 00:00:00,,1,0,,,,25188
"Onyx 30 R1",25683,LIBET,1,1,1,225.09,150.21,195.3,221.7,177.3,203.7,165.3,191.7,,0,,2021-12-23 00:00:00,,1,0,,,,25189
"Onyx 60 R1",25684,LIBET,1,1,1,322.26,213.08999999999,277.1,303.5,251.5,277.9,234.4,260.8,,0,,2021-12-23 00:00:00,,1,0,,,,25190
"Onyx 90 R1",25685,LIBET,1,1,1,463.71,306.53,398.5,424.9,361.8,388.2,337.2,363.6,,0,,2021-12-23 00:00:00,,1,0,,,,25191
"Deco 1",25686,LIBET,1,1,1,317.34,215.71,280.5,306.9,254.6,281,237.3,263.7,,0,,2021-12-23 00:00:00,,1,0,,,,25192
"Deco 2",25687,LIBET,1,1,1,562.11,374.65,487.1,513.5,442.1,468.5,412.2,438.6,,0,,2021-12-23 00:00:00,,1,0,,,,25193
"Deco 3",25688,LIBET,1,1,1,330.87,225.31,293,319.4,265.9,292.3,247.9,274.3,,0,,2021-12-23 00:00:00,,1,0,,,,25194
"Taśma LED 15 m",25689,LIBET,1,1,1,703.56,462.85,601.8,628.2,546.2,572.6,509.2,535.6,,0,,2021-12-23 00:00:00,,1,0,,,,25195
"Konektor do taśmy LED",25690,LIBET,1,1,1,123,82.09,106.8,133.2,96.9,123.3,90.3,116.7,,0,,2021-12-23 00:00:00,,1,0,,,,25196
"Kabel 12V",25691,LIBET,1,1,1,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,,,25197
"Konektor typ F",25692,LIBET,1,1,1,39.36,27.95,36.4,62.8,33,59.4,30.8,57.2,,0,,2021-12-23 00:00:00,,1,0,,,,25198
"Konektor typ M",25693,LIBET,1,1,1,49.2,34.06,44.3,70.7,40.2,66.6,37.5,63.9,,0,,2021-12-23 00:00:00,,1,0,,,,25199
"Konektor typ Y",25694,LIBET,1,1,1,46.74,32.31,42.1,68.5,38.2,64.6,35.6,62,,0,,2021-12-23 00:00:00,,1,0,,,,25200
"Przedłużacz kabla oprawy 12V - 1 m",25695,LIBET,1,1,1,39.36,25.33,33,59.4,29.9,56.3,27.9,54.3,,0,,2021-12-23 00:00:00,,1,0,,,,25201
"Przedłużacz kabla oprawy 12V - 3 m",25696,LIBET,1,1,1,63.96,40.17,52.3,78.7,47.5,73.9,44.2,70.6,,0,,2021-12-23 00:00:00,,1,0,,,,25202
"Transformator 24W",25697,LIBET,1,1,1,108.24,44.54,58,84.4,52.6,79,49,75.4,,0,,2021-12-23 00:00:00,,1,0,,,,25203
"Transformator 60W",25698,LIBET,1,1,1,410.82,246.27,320.2,346.6,290.6,317,270.9,297.3,,0,,2021-12-23 00:00:00,,1,0,,,,25204
"Transformator 100W",25699,LIBET,1,1,1,447.72,268.1,348.6,375,316.4,342.8,295,321.4,,0,,2021-12-23 00:00:00,,1,0,,,,25205
"Przedłużacz do czujnika zmierzchu 6 m",25700,LIBET,1,1,1,52.89,33.19,43.2,69.6,39.2,65.6,36.6,63,,0,,2021-12-23 00:00:00,,1,0,,,,25206
"Czujnik ruchu",25701,LIBET,1,1,1,295.2,200.86,261.2,287.6,237.1,263.5,221,247.4,,0,,2021-12-23 00:00:00,,1,0,,,,25207
"Zdalny odbiornik",25702,LIBET,1,1,1,2363.22,158.94,206.7,233.1,187.6,214,174.9,201.3,,0,,2021-12-23 00:00:00,,1,0,,,,25208
"Zdalny odbiornik z pilotem",25703,LIBET,1,1,1,444.03,265.48,345.2,371.6,313.3,339.7,292.1,318.5,,0,,2021-12-23 00:00:00,,1,0,,,,25209
"Moduł NXT",25704,LIBET,1,1,1,397.29,240.16000000001,312.3,338.7,283.4,309.8,264.2,290.6,,0,,2021-12-23 00:00:00,,1,0,,,,25210
"Żarówka SMD LED 12V 3W",25705,LIBET,1,1,1,73.8,52.4,68.2,94.6,61.9,88.3,57.7,84.1,,0,,2021-12-23 00:00:00,,1,0,,,,25211
"Żarówka MR16 LED 12V 3W",25706,LIBET,1,1,1,68.88,45.41,59.1,85.5,53.6,80,50,76.4,,0,,2021-12-23 00:00:00,,1,0,,,,25212
"Żarówka MR16 LED 12V 5W",25707,LIBET,1,1,1,86.1,57.64,75,101.4,68.1,94.5,63.5,89.9,,0,,2021-12-23 00:00:00,,1,0,,,,25213
"Żarówka MR11 LED 12V 2W",25708,LIBET,1,1,1,67.65,45.41,59.1,85.5,53.6,80,50,76.4,,0,,2021-12-23 00:00:00,,1,0,,,,25214
"Żarówka MR11 LED 12V 3W",25709,LIBET,1,1,1,70.11,47.16,61.4,87.8,55.7,82.1,51.9,78.3,,0,,2021-12-23 00:00:00,,1,0,,,,25215
"Żarówka MR11 LED 12V 1,5W",25710,LIBET,1,1,1,67.65,45.41,59.1,85.5,53.6,80,50,76.4,,0,,2021-12-23 00:00:00,,1,0,,,,25216
"Camino",25711,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25218
"Lapano",25712,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25219
"Novi",25713,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25220
"Tribano",25714,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25221
"Akcento",25715,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25222
"Arco",25716,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25223
"Megan 35x35x4",25717,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25224
"Moderno",25718,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25225
"Pantenon",25719,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25226
"Pantenon Classic",25720,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25227
"Platino",25721,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25228
"Resto",25722,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25229
"Starco",25723,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25230
"Stilo",25724,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25231
"Vivien",25725,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25232
"Behaton 6",25726,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25233
"Behaton 8",25727,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25234
"Holland 4",25728,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25235
"Holland 8",25729,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25237
"Nostalit 4",25730,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25238
"Obrzeże Aspro 30x8x100",25731,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25240
"Obrzeże 6x20x100",25732,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25241
"Obrzeże 8x30x100",25733,STYROBUD,33,1.78,0.053939393939394,23.37,11.9187,15.5,17.8,13.8,16.1,13.2,15.5,,0,,2021-12-23 00:00:00,,33,0,,1,,25242
"Palisada Ringo",25734,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25243
"Palisada Squero",25735,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25244
"Palisada Nostalit",25736,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25245
"Obrzeże Palinea 6x28x50",25737,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25246
"Obrzeże Limes 8x30x48",25738,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25247
"Gazon 20x28x34",25739,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25248
"Gazon 28x40x50",25740,STYROBUD,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,25249
"Gazon 20x28x34 - brązowy",25741,STYROBUD,54,0.88,0.016296296296296,14.4,6.7773,8.9,10.3,7.8,9.2,7.5,8.9,,0,,2021-12-23 00:00:00,,54,0,,1,,25825
"Gazon 20x28x34 - czerwony",25742,STYROBUD,54,0.88,0.016296296296296,14.4,6.7773,8.9,10.3,7.8,9.2,7.5,8.9,,0,,2021-12-23 00:00:00,,54,0,,1,,25826
"Gazon 20x28x34 - grafitowy",25743,STYROBUD,54,0.88,0.016296296296296,14.4,6.7773,8.9,10.3,7.8,9.2,7.5,8.9,,0,,2021-12-23 00:00:00,,54,0,,1,,25827
"Gazon 20x28x34 - szary",25744,STYROBUD,54,0.88,0.016296296296296,12.4,5.8671,7.7,9.1,6.8,8.2,6.5,7.9,,0,,2021-12-23 00:00:00,,54,0,,1,,25828
"Gazon 20x28x34 - żółty",25745,STYROBUD,54,0.88,0.016296296296296,0,0,0,0.85,0,0.85,0,0.85,,0,,2021-12-23 00:00:00,,54,0,,1,,25829
"Gazon 28x40x50 - brązowy",25746,STYROBUD,16,0.67,0.041875,0,0,0,2.88,0,2.88,0,2.88,,0,,2021-12-23 00:00:00,,16,0,,1,,25841
"Gazon 28x40x50 - czerwony",25747,STYROBUD,16,0.67,0.041875,54.37,25.6824,33.4,38.1,29.6,34.3,28.3,33,,0,,2021-12-23 00:00:00,,16,0,,1,,25842
"Gazon 28x40x50 - grafitowy",25748,STYROBUD,16,0.67,0.041875,54.37,25.6824,33.4,38.1,29.6,34.3,28.3,33,,0,,2021-12-23 00:00:00,,16,0,,1,,25843
"Gazon 28x40x50 - szary",25749,STYROBUD,16,0.67,0.041875,41.84,19.7784,25.8,30.5,22.8,27.5,21.8,26.5,,0,,2021-12-23 00:00:00,,16,0,,1,,25844
"Gazon 28x40x50 - żółty",25750,STYROBUD,16,0.67,0.041875,0,0,0,2.88,0,2.88,0,2.88,,0,,2021-12-23 00:00:00,,16,0,,1,,25845
"Palisada Squero - brązowy",25751,STYROBUD,84,0.85,0.010119047619048,13.17,5.8671,7.7,8.6,6.8,7.7,6.5,7.4,,0,,2021-12-23 00:00:00,,84,0,,1,,25846
"Palisada Squero - grafitowy",25752,STYROBUD,84,0.85,0.010119047619048,13.17,5.8671,7.7,8.6,6.8,7.7,6.5,7.4,,0,,2021-12-23 00:00:00,,84,0,,1,,25847
"Palisada Squero - szary",25753,STYROBUD,60,0.85,0.014166666666667,10.98,4.9446,6.5,7.8,5.7,7,5.5,6.8,,0,,2021-12-23 00:00:00,,60,0,,1,,25848
"Palisada Nostalit - brązowy",25754,STYROBUD,60,1.08,0.018,13.17,6.2238,8.1,9.4,7.2,8.5,6.9,8.2,,0,,2021-12-23 00:00:00,,60,0,,1,,25853
"Palisada Nostalit - grafitowy",25755,STYROBUD,60,1.08,0.018,13.17,6.2238,8.1,9.4,7.2,8.5,6.9,8.2,,0,,2021-12-23 00:00:00,,60,0,,1,,25854
"Palisada Nostalit - szary",25756,STYROBUD,60,1.08,0.018,10.98,5.1906,6.8,8.1,6,7.3,5.8,7.1,,0,,2021-12-23 00:00:00,,60,0,,1,,25855
"Obrzeże Palinea 6x28x50 - brązowy",25757,STYROBUD,114,1.82,0.015964912280702,17.44,8.241,10.8,11.5,9.5,10.2,9.1,9.8,,0,,2021-12-23 00:00:00,,114,0,,1,,25863
"Obrzeże Palinea 6x28x50 - czerwony",25758,STYROBUD,114,1.82,0.015964912280702,17.44,8.241,10.8,11.5,9.5,10.2,9.1,9.8,,0,,2021-12-23 00:00:00,,114,0,,1,,25864
"Obrzeże Palinea 6x28x50 - grafitowy",25759,STYROBUD,114,1.82,0.015964912280702,17.44,8.241,10.8,11.5,9.5,10.2,9.1,9.8,,0,,2021-12-23 00:00:00,,114,0,,1,,25865
"Obrzeże Palinea 6x28x50 - szary",25760,STYROBUD,114,1.82,0.015964912280702,14.59,6.9003,9,9.7,8,8.7,7.6,8.3,,0,,2021-12-23 00:00:00,,114,0,,1,,25866
"Obrzeże Limes 8x30x48 - brązowy",25761,STYROBUD,60,1.45,0.024166666666667,16.79,7.9335,10.4,11.7,9.2,10.5,8.8,10.1,,0,,2021-12-23 00:00:00,,60,0,,1,,25868
"Obrzeże Limes 8x30x48 - czerwony",25762,STYROBUD,60,1.45,0.024166666666667,16.79,7.9335,10.4,11.7,9.2,10.5,8.8,10.1,,0,,2021-12-23 00:00:00,,60,0,,1,,25869
"Obrzeże Limes 8x30x48 - grafitowy",25763,STYROBUD,60,1.45,0.024166666666667,16.79,7.9335,10.4,11.7,9.2,10.5,8.8,10.1,,0,,2021-12-23 00:00:00,,60,0,,1,,25870
"Obrzeże Limes 8x30x48 - szary",25764,STYROBUD,60,1.45,0.024166666666667,14.59,7.0233,9.2,10.5,8.1,9.4,7.8,9.1,,0,,2021-12-23 00:00:00,,60,0,,1,,25871
"Obrzeże Aspro 30x8x100 - aspro",25765,STYROBUD,33,1.78,0.053939393939394,36.88,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,33,0,,1,,25877
"Obrzeże Aspro 30x8x100 - bianco",25766,STYROBUD,33,1.78,0.053939393939394,36.88,21.2913,27.7,30,24.5,26.8,23.5,25.8,,0,,2021-12-23 00:00:00,,33,0,,1,,25878
"Obrzeże Aspro 30x8x100 - nero",25767,STYROBUD,33,1.78,0.053939393939394,36.88,21.2913,27.7,30,24.5,26.8,23.5,25.8,,0,,2021-12-23 00:00:00,,33,0,,1,,25879
"Obrzeże 6x20x100 - brązowy",25768,STYROBUD,60,1.56,0.026,16.4,7.749,10.1,11.4,9,10.3,8.6,9.9,,0,,2021-12-23 00:00:00,,60,0,,1,,26258
"Obrzeże 6x20x100 - czerwony",25769,STYROBUD,60,1.56,0.026,16.4,7.749,10.1,11.4,9,10.3,8.6,9.9,,0,,2021-12-23 00:00:00,,60,0,,1,,26259
"Obrzeże 6x20x100 - grafitowy",25770,STYROBUD,60,1.56,0.026,16.4,7.749,10.1,11.4,9,10.3,8.6,9.9,,0,,2021-12-23 00:00:00,,60,0,,1,,26260
"Obrzeże 6x20x100 - szary",25771,STYROBUD,60,1.56,0.026,13.95,6.4575,8.4,9.7,7.5,8.8,7.2,8.5,,0,,2021-12-23 00:00:00,,60,0,,1,,26261
"Palisada Ringo - brązowy",25772,STYROBUD,112,1.01,0.0090178571428571,10.85,5.1291,6.7,7.4,5.9,6.6,5.7,6.4,,0,,2021-12-23 00:00:00,,112,0,,1,,25884
"Palisada Ringo - grafitowy",25773,STYROBUD,112,1.01,0.0090178571428571,10.85,5.1291,6.7,7.4,5.9,6.6,5.7,6.4,,0,,2021-12-23 00:00:00,,112,0,,1,,25885
"Palisada Ringo - szary",25774,STYROBUD,112,1.01,0.0090178571428571,9.17,4.3419,5.7,6.4,5,5.7,4.8,5.5,,0,,2021-12-23 00:00:00,,112,0,,1,,25886
"Holland 4 - czerwony",25775,STYROBUD,17.28,1.56,0.090277777777778,50.24,32.595,42.4,46.8,37.5,41.9,35.9,40.3,,0,,2021-12-23 00:00:00,,17.28,0,,1,,25947
"Holland 4 - grafitowy",25776,STYROBUD,17.28,1.56,0.090277777777778,50.24,32.595,42.4,46.8,37.5,41.9,35.9,40.3,,0,,2021-12-23 00:00:00,,17.28,0,,1,,25948
"Holland 4 - szary",25777,STYROBUD,17.28,1.56,0.090277777777778,48.17,31.98,41.6,46,36.8,41.2,35.2,39.6,,0,,2021-12-23 00:00:00,,17.28,0,,1,,25949
"Holland 4 - żółty",25778,STYROBUD,17.28,1.56,0.090277777777778,62.14,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,17.28,0,,1,,25950
"Holland 8 - czerwony",25779,STYROBUD,10.8,1.95,0.18055555555556,66.9,36.9246,48.1,55.1,42.5,49.5,40.7,47.7,,0,,2021-12-23 00:00:00,,10.8,0,,1,,25954
"Holland 8 - grafitowy",25780,STYROBUD,10.8,1.95,0.18055555555556,66.9,36.9246,48.1,55.1,42.5,49.5,40.7,47.7,,0,,2021-12-23 00:00:00,,10.8,0,,1,,25955
"Holland 8 - szary",25781,STYROBUD,10.8,1.95,0.18055555555556,61.35,34.4154,44.8,51.8,39.6,46.6,37.9,44.9,,0,,2021-12-23 00:00:00,,10.8,0,,1,,25956
