Nazwa,ID,Fabryka,Pakowanie,Waga Paczki,Waga Jednostki,Cena katalogowa,Cena zakupu,Cena Detal Fabryka,Cena Detal Plac,Cena Wykonawcy Fabryka,Cena Wykonawcy Plac,Cena Hurt Fabryka,Cena Hurt Plac,Czy Kurier,Cena Kurier,Towar Niedostępny,Przewidywany czas dostępnosci,Uwagi,Sprzedaz jednostkowa,Szerokosc,Na Promocji,Na Palecie,Czy Koszt Sprzedazy,wpid,,
Obrzeże Modern - grafitowy,142,POLBRUK,24,1.01,0.042083333333333,28,4,15,99,19.9,21,18,19.1,17,18.1,,0,,2021-12-23 00:00:00,,1,0,,1,,6865
Obrzeże Modern - stalowy,143,POLBRUK,24,1.01,0.042083333333333,28,4,15,99,19.9,21,18,19.1,17,18.1,,0,,2021-12-23 00:00:00,,1,0,,1,,6866
Nostalite 6cm - brązowy,144,POLBRUK,11.4,1.5,0.13157894736842,67,9,34,7,40.6,43,38.2,40.6,36.2,38.6,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6875
Nostalite 6cm - czerwony,145,POLBRUK,11.4,1.5,0.13157894736842,67,9,34,7,40.6,43,38.2,40.6,36.2,38.6,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6876
Nostalite 6cm - grafitowy,146,POLBRUK,11.4,1.5,0.13157894736842,67,9,34,7,40.6,43,38.2,40.6,36.2,38.6,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6877
Nostalite 6cm - szary,147,POLBRUK,11.4,1.5,0.13157894736842,63,47,31,37,37.4,39.8,35.2,37.6,33.3,35.7,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6878
Nostalite 6cm - żółty,148,POLBRUK,11.4,1.5,0.13157894736842,67,9,34,7,40.6,43,38.2,40.6,36.2,38.6,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6879
Nostalite 4cm,149,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,1,6881,,
Nostalite 4cm - czerwony,150,POLBRUK,18.24,1.63,0.089364035087719,53,63,30,14,35.9,37.4,33.8,35.3,32,33.5,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6883
Nostalite 4cm - grafitowy,151,POLBRUK,18.24,1.63,0.089364035087719,53,63,30,14,35.9,37.4,33.8,35.3,32,33.5,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6884
Nostalite 4cm - szary,152,POLBRUK,18.24,1.63,0.089364035087719,51,54,27,68,33,34.5,31.1,32.6,29.4,30.9,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6885
Nostalite 4cm - żółty,153,POLBRUK,18.24,1.63,0.089364035087719,53,63,30,14,35.9,37.4,33.8,35.3,32,33.5,,0,,2021-12-23 00:00:00,,1.14,0,,1,1,6886
Palisada Ring 25cm - brązowy utwardzany,154,POLBRUK,112,0.58,0.0051785714285714,5,78,3,69,4.6,4.9,4.2,4.5,4,4.3,,0,,2021-12-23 00:00:00,,1,0,,1,,6892
Palisada Ring 25cm - czerwony utwardzany,155,POLBRUK,112,0.58,0.0051785714285714,5,78,3,69,4.6,4.9,4.2,4.5,4,4.3,,0,,2021-12-23 00:00:00,,1,0,,1,,6893
Palisada Ring 25cm - grafitowy utwardzany,156,POLBRUK,112,0.58,0.0051785714285714,5,78,3,69,4.6,4.9,4.2,4.5,4,4.3,,0,,2021-12-23 00:00:00,,1,0,,1,,6894
Palisada Ring 25cm - szary utwardzany,157,POLBRUK,112,0.58,0.0051785714285714,4,43,2,71,3.4,3.7,3.1,3.4,2.9,3.2,,0,,2021-12-23 00:00:00,,1,0,,1,,6895
Palisada Ring 40cm,158,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,1,,6897,,
Palisada Ring 40cm - brązowy utwardzany,159,POLBRUK,42,0.36,0.0085714285714286,9,59,5,66,7.1,7.8,6.4,7.1,6,6.7,,0,,2021-12-23 00:00:00,,1,0,,1,,6898
Palisada Ring 40cm - grafitowy utwardzany,160,POLBRUK,42,0.36,0.0085714285714286,9,59,5,66,7.1,7.8,6.4,7.1,6,6.7,,0,,2021-12-23 00:00:00,,1,0,,1,,6900
Palisada Ring 40cm - szary utwardzany,161,POLBRUK,42,0.36,0.0085714285714286,7,38,4,31,5.4,6.1,4.9,5.6,4.6,5.3,,0,,2021-12-23 00:00:00,,1,0,,1,,6901
Palisada Zen 30cm - brązowy utwardzany,162,POLBRUK,35,0.43,0.012285714285714,0,7,5276,10,11,10,11,8,9,,0,,2021-12-23 00:00:00,,1,0,,1,,6911,
Palisada Zen 30cm - czerwony utwardzany,163,POLBRUK,35,0.43,0.012285714285714,0,7,5276,10,11,10,11,8,9,,0,,2021-12-23 00:00:00,,1,0,,1,,6905,
Palisada Zen 30cm - grafitowy utwardzany,164,POLBRUK,35,0.43,0.012285714285714,0,7,5276,10,11,10,11,8,9,,0,,2021-12-23 00:00:00,,1,0,,1,,6913,
Palisada Zen 30cm - szary utwardzany,165,POLBRUK,35,0.43,0.012285714285714,0,5,184,7,8,6.5,7.5,5.5,6.5,,0,,2021-12-23 00:00:00,,1,0,,1,,6914,
Palisada Zen 30cm,166,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,1,0,,1,,6910,,
Palisada Zen 30cm - brązowy utwardzany,167,POLBRUK,35,0.43,0.012285714285714,0,0,10,11,10,11,0,1,,0,,2021-12-23 00:00:00,,1,0,,1,,6911,,
Palisada Zen 30cm - grafitowy utwardzany,168,POLBRUK,35,0.43,0.012285714285714,0,0,10,11,10,11,0,1,,0,,2021-12-23 00:00:00,,1,0,,1,,6913,,
Palisada Zen 30cm - szary utwardzany,169,POLBRUK,35,0.43,0.012285714285714,0,0,7,8,6.5,7.5,0,1,,0,,2021-12-23 00:00:00,,1,0,,1,,6914,,
Palisada Łamana 8x8x30 - grafit łamany,170,POLBRUK,320,1.4,0.004375,8,86,5,54,6.9,7,6.3,6.4,5.9,6,,0,,2021-12-23 00:00:00,,320,0,,1,,6949
Palisada Łamana 8x8x30 - paloma łamany,171,POLBRUK,320,1.4,0.004375,8,86,5,54,6.9,7,6.3,6.4,5.9,6,,0,,2021-12-23 00:00:00,,320,0,,1,,6950
Palisada Łamana 8x8x30 - piaskowy łamany,172,POLBRUK,320,1.4,0.004375,8,86,5,54,6.9,7,6.3,6.4,5.9,6,,0,,2021-12-23 00:00:00,,320,0,,1,,6951
Palisada Łamana 8x8x50,173,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,1,,6952,,
Palisada Łamana 8x8x50 - grafit łamany,174,POLBRUK,192,1.4,0.0072916666666667,13,28,10,95,13.6,13.8,12.3,12.5,11.7,11.9,,0,,2021-12-23 00:00:00,,192,0,,1,,6953
Palisada Łamana 8x8x50 - paloma łamany,175,POLBRUK,192,1.4,0.0072916666666667,13,28,10,95,13.6,13.8,12.3,12.5,11.7,11.9,,0,,2021-12-23 00:00:00,,192,0,,1,,6954
Palisada Łamana 8x8x50 - piaskowy łamany,176,POLBRUK,192,1.4,0.0072916666666667,13,28,10,95,13.6,13.8,12.3,12.5,11.7,11.9,,0,,2021-12-23 00:00:00,,192,0,,1,,6955
Obrzeże Palinea - brązowy utwardzany,177,POLBRUK,72,1.35,0.01875,14,76,9,23,11.5,11.9,10.4,10.8,9.8,10.2,,0,,2021-12-23 00:00:00,,1,0,,1,,6963
Obrzeże Palinea - grafitowy utwardzany,178,POLBRUK,72,1.35,0.01875,14,76,9,23,11.5,11.9,10.4,10.8,9.8,10.2,,0,,2021-12-23 00:00:00,,1,0,,1,,6965
Obrzeże Palinea - szary utwardzany,179,POLBRUK,72,1.35,0.01875,12,55,7,38,9.2,9.6,8.3,8.7,7.9,8.3,,0,,2021-12-23 00:00:00,,1,0,,1,,6966
Obrzeże chodnikowe 8x30x100 - Polbruk - czerwony,180,POLBRUK,33,1.78,0.053939393939394,27,68,16,24,21.2,22,19.5,20.3,17.3,18.1,,0,,2021-12-23 00:00:00,,1,0,,1,,6971
Obrzeże chodnikowe 8x30x100 - Polbruk - grafitowy,181,POLBRUK,33,1.78,0.053939393939394,27,68,16,24,21.2,22,19.5,20.3,17.3,18.1,,0,,2021-12-23 00:00:00,,1,0,,1,,6972
Obrzeże chodnikowe 8x30x100 - Polbruk - szary,182,POLBRUK,33,1.78,0.053939393939394,22,76,11,81,15.4,16.2,14.2,15,12.6,13.4,,0,,2021-12-23 00:00:00,,1,0,,1,,6973
Obrzeże Canto Trapez - 30 cm - brązowy,183,POLBRUK,180,1.2,0.0066666666666667,5,9,3,69,4.6,4.8,4.2,4.4,4,4.2,,0,,2021-12-23 00:00:00,,180,0,,1,,6977
Obrzeże Canto Trapez - 30 cm - grafitowy,184,POLBRUK,180,1.2,0.0066666666666667,5,9,3,69,4.6,4.8,4.2,4.4,4,4.2,,0,,2021-12-23 00:00:00,,180,0,,1,,6979
Obrzeże Canto Trapez - 30 cm - szary,185,POLBRUK,180,1.2,0.0066666666666667,4,8,2,95,3.7,3.9,3.4,3.6,3.2,3.4,,0,,2021-12-23 00:00:00,,180,0,,1,,6980
"Obrzeże Canto - 18cm - gładka, brązowy",186,POLBRUK,240,1.34,0.0055833333333333,0,1,845,2.5,3,2.5,3,2,2.5,,0,,2021-12-23 00:00:00,,240,0,,1,,6983,
"Obrzeże Canto - 18cm - gładka, grafitowy",187,POLBRUK,240,1.34,0.0055833333333333,0,1,845,2.5,3,2.5,3,2,2.5,,0,,2021-12-23 00:00:00,,240,0,,1,,6984,
"Obrzeże Canto - 18cm - gładka, szary",188,POLBRUK,240,1.34,0.0055833333333333,0,1,1685,2,2.5,1.5,2,1.5,2,,0,,2021-12-23 00:00:00,,240,0,,1,,6985,
"Obrzeże Canto - 18cm - postarzana, brązowy",189,POLBRUK,240,1.34,0.0055833333333333,0,2,1771,6,6.5,6,6.5,2.5,3,,0,,2021-12-23 00:00:00,,240,0,,1,,6986,
"Obrzeże Canto - 18cm - postarzana, grafitowy",190,POLBRUK,240,1.34,0.0055833333333333,0,2,1771,6,6.5,6,6.5,2.5,3,,0,,2021-12-23 00:00:00,,240,0,,1,,6987,
"Obrzeże Canto - 18cm - postarzana, szary",191,POLBRUK,240,1.34,0.0055833333333333,0,2,1771,5,5.5,5,5.5,2.5,3,,0,,2021-12-23 00:00:00,,240,0,,1,,6988,
Murek Grando 60x15 2stronny - grafit łamany,192,POLBRUK,32,1.66,0.051875,28,4,15,19,18.9,19.8,17.1,18,16.2,17.1,,0,,2021-12-23 00:00:00,,32,0,,1,1,6992
Murek Grando 60x15 2stronny - paloma łamany,193,POLBRUK,32,1.66,0.051875,28,4,15,19,18.9,19.8,17.1,18,16.2,17.1,,0,,2021-12-23 00:00:00,,32,0,,1,1,6993
Murek Grando 60x15 2stronny - piaskowy łamany,194,POLBRUK,32,1.66,0.051875,0,15,1905,21.5,23,20.5,21.5,16,17,,0,,2021-12-23 00:00:00,,32,0,,1,1,6994,
Murek Grando 30x15 3stronny Polbruk - grafit łamany,195,POLBRUK,64,1.65,0.02578125,15,1,8,12,10.1,10.6,9.1,9.6,8.7,9.2,,0,,2021-12-23 00:00:00,,64,0,,1,1,7000
Murek Grando 30x15 3stronny Polbruk - paloma łamany,196,POLBRUK,64,1.65,0.02578125,15,1,8,12,10.1,10.6,9.1,9.6,8.7,9.2,,0,,2021-12-23 00:00:00,,64,0,,1,1,7001
Murek Grando 30x15 3stronny Polbruk - piaskowy łamany,197,POLBRUK,64,1.65,0.02578125,0,8,118,11.5,12.5,11,11.5,9,9.5,,0,,2021-12-23 00:00:00,,64,0,,1,1,7002,
Gazon Mini Luna - brązowy utwardzany,198,POLBRUK,27,0.51,0.018888888888889,12,79,10,23,12.7,13.7,11.5,12.5,10.9,11.9,,0,,2021-12-23 00:00:00,,27,0,,1,,7003
Gazon Mini Luna - czerwony utwardzany,199,POLBRUK,27,0.51,0.018888888888889,12,79,10,23,12.7,13.7,11.5,12.5,10.9,11.9,,0,,2021-12-23 00:00:00,,27,0,,1,,7004
Gazon Mini Luna - grafitowy utwardzany,200,POLBRUK,27,0.51,0.018888888888889,12,79,10,23,12.7,13.7,11.5,12.5,10.9,11.9,,0,,2021-12-23 00:00:00,,27,0,,1,,7005
Gazon Mini Luna - szary utwardzany,201,POLBRUK,27,0.51,0.018888888888889,10,33,8,27,10.3,11.3,9.3,10.3,8.8,9.8,,0,,2021-12-23 00:00:00,,27,0,,1,,7006
Focus Polbruk 35x35x5 - oliwkowy specjalny,202,POLBRUK,108,1.54,0.014259259259259,0,7,626,12,12.5,11.5,12,8.5,9,,0,,2021-12-23 00:00:00,,108,0,,1,1,7019,
Focus Polbruk 35x35x5 - żółty specjalny,203,POLBRUK,108,1.54,0.014259259259259,14,76,8,61,10.3,10.6,9.7,10,9.2,9.5,,0,,2021-12-23 00:00:00,,108,0,,1,1,7021
Płyta Meba - 8cm - szary,204,POLBRUK,40,1.1,0.0275,14,27,8,9.6,10.3,9,9.7,8.5,9.2,,0,,2021-12-23 00:00:00,,5,0,,1,1,7024,
Ażur Meba 10cm,205,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7025,,
Ażur Meba 10cm - szary,206,POLBRUK,40,1.36,0.034,16,61,9,23,11,11.7,10.4,11.1,9.8,10.5,,0,,2021-12-23 00:00:00,,5,0,,1,1,7026
Focus 20x10x8,207,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7027,,
Focus 20x10x8 - czerwony specjalny,208,POLBRUK,7.68,1.36,0.17708333333333,0,41,943,61,64.5,58.5,61.5,44.5,47.5,,0,,2021-12-23 00:00:00,,7.68,0,,1,1,7028,
Focus 20x10x8 - grafitowy specjalny,209,POLBRUK,7.68,1.36,0.17708333333333,0,41,943,61,64.5,58.5,61.5,44.5,47.5,,0,,2021-12-23 00:00:00,,7.68,0,,1,1,7029,
Focus 20x10x8 - oliwkowy specjalny,210,POLBRUK,7.68,1.36,0.17708333333333,0,41,943,61,64.5,58.5,61.5,44.5,47.5,,0,,2021-12-23 00:00:00,,7.68,0,,1,1,7030,
Focus 20x10x8 - szary specjalny,211,POLBRUK,7.68,1.36,0.17708333333333,0,41,943,61,64.5,58.5,61.5,44.5,47.5,,0,,2021-12-23 00:00:00,,7.68,0,,1,1,7031,
Focus 20x10x8 - żółty specjalny,212,POLBRUK,7.68,1.36,0.17708333333333,81,18,44,28,52.7,56.2,49.6,53.1,47,50.5,,0,,2021-12-23 00:00:00,,7.68,0,,1,1,7032
Focus Polbruk 20x20x6,213,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7033,,
Focus Polbruk 20x20x6 - oliwkowy specjalny,214,POLBRUK,300,1.64,0.0054666666666667,0,2,9766,4.5,5,4.5,5,3.5,4,,0,,2021-12-23 00:00:00,,300,0,,1,1,7036,
Focus Polbruk 20x20x6 - żółty specjalny,215,POLBRUK,300,1.64,0.0054666666666667,0,2,9766,4.5,5,4.5,5,3.5,4,,0,,2021-12-23 00:00:00,,300,0,,1,1,7038,
Ekol 8cm Polbruk - grafitowy,216,POLBRUK,9.6,1.42,0.14791666666667,67,9,36,29,43.2,46,40.7,43.5,38.5,41.3,,0,,2021-12-23 00:00:00,,1.2,0,,1,1,7044
Ekol 8cm Polbruk - szary,217,POLBRUK,9.6,1.42,0.14791666666667,64,94,34,44,41,43.8,38.6,41.4,36.6,39.4,,0,,2021-12-23 00:00:00,,1.2,0,,1,1,7045
Ogrodzenie Antara II - el.słupkowy - Polbruk - grafit łamany,218,POLBRUK,50,1.15,0.023,26,57,15,38,19.1,19.7,17.3,17.9,16.4,17,,0,,2021-12-23 00:00:00,,50,0,,1,,7062
Ogrodzenie Antara II - el.słupkowy - Polbruk - latte łamany,219,POLBRUK,50,1.15,0.023,26,57,15,38,19.1,19.7,17.3,17.9,16.4,17,,0,,2021-12-23 00:00:00,,50,0,,1,,7063
Ogrodzenie Antara II - el.słupkowy - Polbruk - nerino łamany,220,POLBRUK,50,1.15,0.023,26,57,15,38,19.1,19.7,17.3,17.9,16.4,17,,0,,2021-12-23 00:00:00,,50,0,,1,,7064
Ogrodzenie Antara II - el.słupkowy - Polbruk - paloma łamany,221,POLBRUK,50,1.15,0.023,26,57,15,38,19.1,19.7,17.3,17.9,16.4,17,,0,,2021-12-23 00:00:00,,50,0,,1,,7065
Pustak murkowy Antara II - 20x40x18,222,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7068,,
Pustak murkowy Antara II - 20x40x18 - grafit łamany,223,POLBRUK,50,1.12,0.0224,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,50,0,,1,,7069
Pustak murkowy Antara II - 20x40x18 - latte łamany,224,POLBRUK,50,1.12,0.0224,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,50,0,,1,,7070
Pustak murkowy Antara II - 20x40x18 - nerino łamany,225,POLBRUK,50,1.12,0.0224,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,50,0,,1,,7071
Pustak murkowy Antara II - 20x40x18 - paloma łamany,226,POLBRUK,50,1.12,0.0224,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,50,0,,1,,7072
"Daszek płaski Antara II 28x22,5x5,5",227,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7074,,
"Daszek płaski Antara II 28x22,5x5,5 - grafit łamany",228,POLBRUK,128,1.04,0.008125,11,81,7,38,9.2,9.5,8.3,8.6,7.9,8.2,,0,,2021-12-23 00:00:00,,1,0,,1,,7075
"Daszek płaski Antara II 28x22,5x5,5 - latte łamany",229,POLBRUK,128,1.04,0.008125,11,81,7,38,9.2,9.5,8.3,8.6,7.9,8.2,,0,,2021-12-23 00:00:00,,1,0,,1,,7076
"Daszek płaski Antara II 28x22,5x5,5 - nerino łamany",230,POLBRUK,128,1.04,0.008125,11,81,7,38,9.2,9.5,8.3,8.6,7.9,8.2,,0,,2021-12-23 00:00:00,,1,0,,1,,7077
"Daszek płaski Antara II 28x22,5x5,5 - paloma łamany",231,POLBRUK,128,1.04,0.008125,11,81,7,38,9.2,9.5,8.3,8.6,7.9,8.2,,0,,2021-12-23 00:00:00,,1,0,,1,,7078
"Daszek dwuspadowy Antara II 28x22,5x7",232,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7081,,
"Daszek dwuspadowy Antara II 28x22,5x7 - grafit łamany",233,POLBRUK,92,0.72,0.0078260869565217,14,76,8,61,10.7,11,9.7,10,9.2,9.5,,0,,2021-12-23 00:00:00,,1,0,,1,,7082
"Daszek dwuspadowy Antara II 28x22,5x7 - latte łamany",234,POLBRUK,92,0.72,0.0078260869565217,14,76,8,61,10.7,11,9.7,10,9.2,9.5,,0,,2021-12-23 00:00:00,,1,0,,1,,7083
"Daszek dwuspadowy Antara II 28x22,5x7 - nerino łamany",235,POLBRUK,92,0.72,0.0078260869565217,14,76,8,61,10.7,11,9.7,10,9.2,9.5,,0,,2021-12-23 00:00:00,,1,0,,1,,7084
"Daszek dwuspadowy Antara II 28x22,5x7 - paloma łamany",236,POLBRUK,92,0.72,0.0078260869565217,14,76,8,61,10.7,11,9.7,10,9.2,9.5,,0,,2021-12-23 00:00:00,,1,0,,1,,7085
ROMA Classic BRSM Joniec - gagat,237,JONIEC,48,1.08,0.0225,28,85,20,48,24.6,25.8,23.6,24.8,22.6,23.8,,0,,2021-12-23 00:00:00,,1,0,,1,,7196
ROMA Classic BRSM Joniec - topaz,238,JONIEC,48,1.08,0.0225,28,85,20,48,24.6,25.8,23.6,24.8,22.6,23.8,,0,,2021-12-23 00:00:00,,1,0,,1,,7198
Napoli 4cm,239,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7202,,
Napoli 4cm - grafitowy płukany,240,POLBRUK,16,1.54,0.09625,70,85,39,36,48.9,50.6,44.1,45.8,41.8,43.5,,0,,2021-12-23 00:00:00,,1,0,,1,1,7204
Napoli 4cm - szary płukany,241,POLBRUK,16,1.54,0.09625,70,85,39,36,48.9,50.6,44.1,45.8,41.8,43.5,,0,,2021-12-23 00:00:00,,1,0,,1,1,7205
ROMA Classic BRSM Joniec - onyx_c,242,JONIEC,48,1.08,0.0225,28,85,20,48,24.6,25.8,23.6,24.8,22.6,23.8,,0,,2021-12-23 00:00:00,,1,0,,1,,7215
Linea Trawertyn 100x25x4cm - trawertyn beżowy,243,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7278,,
Linea Trawertyn 100x25x4cm - trawertyn jasnoszary,244,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7279,,
Linea Trawertyn 50x25x4 cm,245,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7282,,
Linea Trawertyn 75x25x4cm,246,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7285,,
Linea Trawertyn 75x25x4cm - trawertyn jasnoszary,247,POLBRUK,40,0.73,0.01825,25,9,19,7,23.7,24.4,21.4,22.1,20.3,21,,0,,2021-12-23 00:00:00,,1,0,,1,1,7287
Lira 100x25x4cm - deska beżowy,248,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7316,,
Lira 100x25x4cm - deska brązowy,249,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7317,,
Lira 75x25x4cm - deska beżowy,250,POLBRUK,40,0.73,0.01825,25,9,19,7,23.7,24.4,21.4,22.1,20.3,21,,0,,2021-12-23 00:00:00,,1,0,,1,1,7320
Lira 75x25x4cm - deska brązowy,251,POLBRUK,40,0.73,0.01825,25,9,19,7,23.7,24.4,21.4,22.1,20.3,21,,0,,2021-12-23 00:00:00,,1,0,,1,1,7321
Lira 50x25x4cm - deska beżowy,252,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7322,,
Lira 50x25x4cm - deska brązowy,253,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7323,,
Exa,254,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7325,,
Westa,255,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7331,,
Westa - grafitowy płukany,256,POLBRUK,15.84,1.58,0.099747474747475,56,35,67,44.3,46,40,41.7,37.9,39.6,,0,,2021-12-23 00:00:00,,15.84,0,,1,1,7334,
Westa - szary płukany,257,POLBRUK,15.84,1.58,0.099747474747475,56,35,67,44.3,46,40,41.7,37.9,39.6,,0,,2021-12-23 00:00:00,,15.84,0,,1,1,7335,
Metrik - bazaltowy,258,POLBRUK,8.96,1.22,0.13616071428571,81,18,43,67,54.2,57.2,49,52,46.3,49.3,,0,,2021-12-23 00:00:00,,0.896,0,,1,1,7340
Metrik - biały,259,POLBRUK,8.96,1.22,0.13616071428571,81,18,43,67,54.2,57.2,49,52,46.3,49.3,,0,,2021-12-23 00:00:00,,0.896,0,,1,1,7341
Metrik - nerino,260,POLBRUK,8.96,1.22,0.13616071428571,81,18,43,67,54.2,57.2,49,52,46.3,49.3,,0,,2021-12-23 00:00:00,,0.896,0,,1,1,7342
Metrik - stalowy,261,POLBRUK,8.96,1.22,0.13616071428571,81,18,43,67,54.2,57.2,49,52,46.3,49.3,,0,,2021-12-23 00:00:00,,0.896,0,,1,1,7343
Oland II,262,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7346,,
Oland II - bazaltowy,263,POLBRUK,9.6,1.32,0.1375,81,18,43,67,54.2,57,49,51.8,46.3,49.1,,0,,2021-12-23 00:00:00,,0.96,0,,1,1,7349
Oland II - biały,264,POLBRUK,9.6,1.32,0.1375,81,18,43,67,54.2,57,49,51.8,46.3,49.1,,0,,2021-12-23 00:00:00,,0.96,0,,1,1,7350
Oland II - nerino,265,POLBRUK,9.6,1.32,0.1375,81,18,43,67,54.2,57,49,51.8,46.3,49.1,,0,,2021-12-23 00:00:00,,0.96,0,,1,1,7351
Oland II - stalowy,266,POLBRUK,9.6,1.32,0.1375,81,18,43,67,54.2,57,49,51.8,46.3,49.1,,0,,2021-12-23 00:00:00,,0.96,0,,1,1,7352
Lamell,267,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7358,,
Lamell - ritmo_d,268,POLBRUK,48,1.2,0.025,21,89,13,53,16.8,17.4,15.2,15.8,14.4,15,,0,,2021-12-23 00:00:00,,1,0,,1,1,7361
Lamell - stalowy,269,POLBRUK,48,1.2,0.025,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,1,7362
Lamell - nerino,270,POLBRUK,48,1.2,0.025,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,1,7363
Lamell - latte,271,POLBRUK,48,1.2,0.025,20,66,12,3,15.3,15.9,13.8,14.4,13.1,13.7,,0,,2021-12-23 00:00:00,,1,0,,1,1,7365
Lumia świecąca - bazaltowy fluorescencyjny,272,POLBRUK,270,0.75,0.0027777777777778,8,61,6,89,8.6,8.7,7.8,7.9,7.4,7.5,,0,,2021-12-23 00:00:00,,1,0,,1,1,7378
Lumia świecąca - biały fluorescencyjny,273,POLBRUK,270,0.75,0.0027777777777778,8,61,6,89,8.6,8.7,7.8,7.9,7.4,7.5,,0,,2021-12-23 00:00:00,,1,0,,1,1,7379
Lumia świecąca - stalowy fluorescencyjny,274,POLBRUK,270,0.75,0.0027777777777778,8,61,6,89,8.6,8.7,7.8,7.9,7.4,7.5,,0,,2021-12-23 00:00:00,,1,0,,1,1,7380
Complex,275,POLBRUK,0,0,0,0,0,0,0,0,0,0,0,,0,,2021-12-23 00:00:00,,0,0,,,,7385,,
Complex - grafitowy płukany,276,POLBRUK,12,1.58,0.13166666666667,97,42,47,36,58.8,61,53.1,55.3,50.3,52.5,,0,,2021-12-23 00:00:00,,12,0,,1,1,7387
Complex - szary płukany,277,POLBRUK,12,1.58,0.13166666666667,97,42,47,36,58.8,61,53.1,55.3,50.3,52.5,,0,,2021-12-23 00:00:00,,12,0,,1,1,7388
Complex - żółty płukany,278,POLBRUK,12,1.58,0.13166666666667,97,42,47,36,58.8,61,53.1,55.3,50.3,52.5,,0,,2021-12-23 00:00:00,,12,0,,1,1,7389
"Urbanika - grafitowy, 20x30",279,POLBRUK,9.64,1.71,0.17738589211618,78,23,40,59,48.4,51.2,45.5,48.3,43.1,45.9,,0,,2021-12-23 00:00:00,,9.64,0,,1,1,7410
"Urbanika - grafitowy, 25x30",280,POLBRUK,9.64,1.71,0.17738589211618,78,23,40,59,48.4,51.2,45.5,48.3,43.1,45.9,,0,,2021-12-23 00:00:00,,9.64,0,,1,1,7411
