"Nazwa";"ID";"Fabryka";"Pakowanie";"Waga Paczki";"Waga Jednostki";"Cena katalogowa";"Cena zakupu";"Cena Detal Fabryka";"Cena Detal Plac";"Cena Wykonawcy Fabryka";"Cena Wykonawcy Plac";"Cena Hurt Fabryka";"Cena Hurt Plac";"Czy Kurier";"Cena Kurier";"Towar Niedostępny";"Przewidywany czas dostępnosci";"Uwagi";"Sprzedaz jednostkowa";"Szerokosc";"Na Promocji";"Na Palecie";"Czy Koszt Sprzedazy";"wpid"
"Daszek ROMA CRSM Joniec 50x20x20 - topaz_d";519;"JONIEC";48;"0.58";"0.012083333333333";"29.75";"21.12";"27.5";"28.5";"26.4";"27.4";"25.4";"26.4";;0;;"2021-12-23 00:00:00";;1;0;;1;;10518
"Daszek ROMA CRMM Joniec - gagat_d";520;"JONIEC";48;0;0;"16.15";"11.47";15;16;"14.4";"15.4";"13.8";"14.8";;0;;"2021-12-23 00:00:00";;1;0;;1;;10521
"Daszek ROMA CRMM Joniec - onyx_d";521;"JONIEC";48;0;0;"16.15";"11.47";15;16;"14.4";"15.4";"13.8";"14.8";;0;;"2021-12-23 00:00:00";;1;0;;1;;10522
"Daszek ROMA CRMM Joniec - topaz_d";522;"JONIEC";48;0;0;"16.15";"11.47";15;16;"14.4";"15.4";"13.8";"14.8";;0;;"2021-12-23 00:00:00";;1;0;;1;;10523
"Kaucja paleta Joniec";523;"JONIEC";1;0;0;"63.96";"63.96";"63.96";"63.96";"63.96";"63.96";"63.96";"63.96";;0;;"2021-12-23 00:00:00";;1;0;;;;14374
"Kaucja paleta Libet";524;"LIBET";1;0;0;"55.35";"55.35";"55.35";"55.35";"55.35";"55.35";"55.35";"55.35";;0;;"2021-12-23 00:00:00";;1;0;;;;14375
"Roma Horizon BH20 Joniec";525;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16239
"Roma Horizon BH20 Joniec - grafit_h";526;"JONIEC";60;"1.4";"0.023333333333333";"27.46";"19.5";"25.4";"26.2";"24.4";"25.2";"23.4";"24.2";;0;;"2021-12-23 00:00:00";;1;0;;1;;16253
"Roma Horizon BH20 Joniec - marengo_h";527;"JONIEC";60;"1.4";"0.023333333333333";"27.46";"19.5";"25.4";"26.2";"24.4";"25.2";"23.4";"24.2";;0;;"2021-12-23 00:00:00";;1;0;;1;;16254
"Roma Horizon BH20 Joniec - onyx_h";528;"JONIEC";60;"1.4";"0.023333333333333";"29.09";"20.65";"26.9";"27.7";"25.9";"26.7";"24.8";"25.6";;0;;"2021-12-23 00:00:00";;1;0;;1;;16255
"Roma Horizon BH20 Joniec - piryt_h";529;"JONIEC";60;"1.4";"0.023333333333333";"29.09";"20.65";"26.9";"27.7";"25.9";"26.7";"24.8";"25.6";;0;;"2021-12-23 00:00:00";;1;0;;1;;16256
"Roma Horizon BH20 Joniec - platinum_h";530;"JONIEC";60;"1.4";"0.023333333333333";"29.09";"20.65";"26.9";"27.7";"25.9";"26.7";"24.8";"25.6";;0;;"2021-12-23 00:00:00";;1;0;;1;;16257
"Pustak BH28 Joniec 50x28x20";531;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16647
"Daszek CH20 Joniec 50x20x5";532;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16648
"Daszek CH28 Joniec 50x28x5";533;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16649
"Roma Perfect RP20 Joniec";534;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16650
"Roma Perfect CRP20 Joniec";535;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16652
"Modyń BŃ Joniec";536;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16654
"Modyń CPB Joniec";537;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16655
"Tom T10 Joniec 9,5x39x19";538;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16656
"Tom T10N Joniec";539;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16657
"Tom T20 Joniec 19,5x39x19";540;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16658
"Tom T20N Joniec 19,5x39x19";541;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16659
"Piano PP Joniec";542;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16660
"Rio RIO10 Joniec";543;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16661
"Rio RIO20 Joniec";544;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16662
"Rio CR Joniec";545;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16663
"Moonoflor DM Joniec";546;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16664
"Moonoflor DMP Joniec";547;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16665
"Proflor DK40 Joniec";548;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16666
"Mogielica 20MN Joniec";549;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16667
"Mogielica 30MN Joniec";550;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16668
"Mogielica 56MN Joniec";551;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16669
"Mogielica 60MP Joniec";552;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16670
"Stone PL19 Joniec";553;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16671
"Palisada Stone PL34 Joniec";554;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16672
"Palisada Stone PL50 Joniec";555;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16673
"Palisada Stone PLL Joniec";556;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16674
"Palisada Stone PLM Joniec";557;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16675
"DX20/249 Joniec";558;"JONIEC";28;"1.71";"0.061071428571429";"43.89";"31.16";"40.6";"42.2";39;"40.6";"37.4";39;;0;;"2021-12-23 00:00:00";;1;0;;1;;16676
"DX30/247 Joniec";559;"JONIEC";13;"1.17";"0.09";"74.91";"53.19";"69.2";"72.6";"66.5";"69.9";"63.9";"67.3";;0;;"2021-12-23 00:00:00";;1;0;;1;;16677
"DOPL20/247 Joniec";560;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16678
"DOPL25/247 Joniec";561;"JONIEC";26;"1.53";"0.058846153846154";"49.84";"35.39";"46.1";"47.8";"44.3";46;"42.5";"44.2";;0;;"2021-12-23 00:00:00";;1;0;;1;;16679
"DOX20/249 Joniec";562;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16680
"DOX20/200 Joniec";563;"JONIEC";39;"1.25";"0.032051282051282";"33.05";"23.47";"30.6";"31.8";"29.4";"30.6";"28.2";"29.4";;0;;"2021-12-23 00:00:00";;1;0;;1;;16681
"DOX20/247 Joniec";564;"JONIEC";43;"1.85";"0.043023255813953";"38.1";"27.05";"35.2";"36.3";"33.9";35;"32.5";"33.6";;0;;"2021-12-23 00:00:00";;1;0;;1;;16682
"ŁDP20 Joniec";565;"JONIEC";120;"1.2";"0.01";"11.57";"8.21";"10.7";"11.1";"10.3";"10.7";"9.9";"10.3";;0;;"2021-12-23 00:00:00";;1;0;;1;;16683
"ŁDN20 Joniec";566;"JONIEC";75;"1.07";"0.014266666666667";"11.57";"8.21";"10.7";"11.3";"10.3";"10.9";"9.9";"10.5";;0;;"2021-12-23 00:00:00";;1;0;;1;;16684
"ŁDP25 Joniec";567;"JONIEC";96;"1.19";"0.012395833333333";"12.73";"9.04";"11.8";"12.3";"11.3";"11.8";"10.9";"11.4";;0;;"2021-12-23 00:00:00";;1;0;;1;;16685
"ŁDN25 Joniec";568;"JONIEC";60;"1.12";"0.018666666666667";"12.73";"9.04";"11.8";"12.6";"11.3";"12.1";"10.9";"11.7";;0;;"2021-12-23 00:00:00";;1;0;;1;;16686
"ŁDP30 Joniec";569;"JONIEC";72;"1.05";"0.014583333333333";"17.23";"12.23";"15.9";"16.6";"15.3";16;"14.7";"15.4";;0;;"2021-12-23 00:00:00";;1;0;;1;;16687
"ŁDN30 Joniec";570;"JONIEC";45;"0.97";"0.021555555555556";"17.23";"12.23";"15.9";"16.9";"15.3";"16.3";"14.7";"15.7";;0;;"2021-12-23 00:00:00";;1;0;;1;;16688
"Stopa ST Joniec";571;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;1;;16689
"Panel COMO 202 Joniec";572;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21263
"Panel COMO 254 Joniec";573;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21304
"Panel VERO 202 Joniec";574;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21292
"Panel VERO 254 Joniec";575;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21284
"Profil Joniec";576;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21276
"Listwa boczna COMO/VERONA Joniec";577;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21356
"Panel OPTIMA Classic Joniec";578;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21352
"Panel OPTIMA Balance Joniec";579;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21310
"Panel OPTIMA Prestige Joniec";580;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21376
"Panel OPTIMA MAX Joniec";581;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21372
"Furtka COMO Joniec";582;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21368
"Furtka VERO Joniec";583;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21364
"Brama COMO dwuskrzydłowa Joniec";584;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21411
"Brama VERO dwuskrzydłowa Joniec";585;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21407
"Brama COMO przesuwna Joniec";586;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21399
"Brama VERO przesuwna Joniec";587;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21395
"Panel LUCCA Joniec";588;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21253
"Panel ECONOMY Joniec";589;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16707
"Skrzynka SDZ Joniec";590;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16708
"Skrzynka SMZ Joniec";591;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21151
"Skrzynka SDG Joniec";592;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16710
"Skrzynka SMG Joniec";593;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16711
"Skrzynka SDDA Joniec";594;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16712
"Skrzynka SMDA Joniec";595;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16713
"Farba do malowanie i renowacji powierzchni betonowych Joniec";596;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16714
"Impregnat do ogrodzeń PROTECT Joniec";597;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16715
"Impregnat do ogrodzeń hydrofobowy Joniec";598;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16716
"Impregnat do ogrodzeń koloryzujący Joniec";599;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;21065
"Klej uszczelniacz do bloczków Joniec";600;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16718
"Klej uszczelniacz do bloczków w folii Joniec";601;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16719
"Preparat do usuwania wykwitów Joniec";602;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16720
"Preparat LBN przeciwskurczowa domieszka do betonu Joniec";603;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16721
"Kotwa chemiczna Joniec";604;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16722
"Folia IZOHAN do izolacji poziomej Joniec";605;"JONIEC";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;16723
"Akropolis 4 mikrofaza";606;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16740
"Akropolis 6 mikrofaza";607;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16741
"Akropolis 8 mikrofaza";608;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16742
"Akropolis 6";609;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16743
"Akropolis 8";610;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16744
"Granit duży";611;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16745
"Granit duży strukturalny";612;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16746
"Granit mały 6";613;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16747
"Granit mały 8";614;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16748
"N-1 4";615;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16749
"N-1 6";616;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16750
"N-1 8";617;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16751
"Rossano 6";618;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16752
"Rossano 8";619;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16753
"Rossano 6 STRUKTURALNE";620;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16754
"Siena 6";621;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16755
"W-2";622;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16756
"W-1 8";623;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16757
"Rio";624;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16758
"Gardena 6";625;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16759
"Bravia";626;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16760
"Slavia";627;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16761
"Via Stelle 7";628;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16762
"Grosseto gładka";629;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16763
"Grosseto strukturalna";630;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16764
"Grosseto decore";631;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16765
"Bergamo";632;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16766
"Esperia";633;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16767
"Esperia Trawertyn";634;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16768
"Toronto";635;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16769
"Aprilia gładka";636;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16770
"Aprilia strukturalna";637;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16771
"Aprilia falista";638;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16772
"Latina";639;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16773
"Eko Kwadrat";640;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16774
"Eko Prostokąt";641;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16775
"Florencja";642;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16776
"Arkonada";643;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16777
"Arkonada połówki";644;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16778
"Ravenna";645;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16779
"Dakota";646;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16780
"Kalifornia 6 MIKROFAZA";647;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16781
"Kalifornia 8 MIKROFAZA";648;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16782
"Kalifornia 6";649;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16783
"Palisada Royal 10x20x25";650;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16784
"Palisada Royal 10x20x50";651;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16785
"Palisada okrągła 30x11";652;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16786
"Palisada okrągła 40x11";653;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16787
"Palisada kwadratowa 40x11,8x11,8";654;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16788
"Palisada prostokątna 10x16x40";655;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16789
"Opornik 10x10x18";656;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16790
"Obrzeże dekoracyjne";657;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16791
"Obrzeże 6x20x75";658;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16792
"Obrzeże 6x20x100";659;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;25241
"Obrzeże 8x25x100";660;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;25096
"Obrzeże 8x30x100";661;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;25242
"Daszek 30P 30x24x5";662;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16796
"Daszek 48S 48x24x4";663;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16797
"Daszek czterospadowy 48x48x4,5";664;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16798
"Daszek czterospadowy łupany 44x44x4,5";665;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16799
"Gazon 34,5x27,8x20";666;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16800
"Gazon 50x39,5x30";667;"KOST-BET";0;0;0;0;"26.445";0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16801
"Gazon prostokątny 60x40x25";668;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16802
"Ażur mały 30x40x8";669;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16803
"Ażur duży 40x60x8";670;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16804
"Kostka H-1 4";671;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16812
"Kostka H-1 6";672;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16813
"Kostka H-1 8";673;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16814
"Kostka H-1 6 BEZ FAZY";674;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16815
"Kostka H-1 8 BEZ FAZY";675;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16816
"Kostka H1 integracyjna 8";676;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16817
"Kostka B-1 6";677;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16818
"Kostka B-1 6 POŁÓWKI";678;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16819
"Kostka B-1 8";679;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16820
"Kostka B-1 8 POŁÓWKI";680;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16822
"Kostka B-1 10";681;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16823
"Kostka B-1 8 MIKROFAZA";682;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16824
"Kostka B-1 6 BEZ FAZY";683;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16825
"Kostka B-1 8 BEZ FAZY POŁÓWKI";684;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16827
"Kostka B-1 8 BEZ FAZY";685;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16828
"Kostka B-1 10 BEZ FAZY";686;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16829
"Krawężnik prosty 12x25x100";687;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16830
"Krawężnik prosty 15x30x100";688;"KOST-BET";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;0;0;;;;16831
"Krawężnik prosty 15x30x50 POŁÓWKI";689;"KOST-BET";30;"1.48";"0.049333333333333";"21.88";"14.22";"17.5";"20.3";"16.4";"19.2";"15.7";"18.5";;0;;"2021-12-23 00:00:00";;30;0;;1;;16832
