"Nazwa";"ID";"Fabryka";"Pakowanie";"Waga Paczki";"Waga Jednostki";"Cena katalogowa";"Cena zakupu";"Cena Detal Fabryka";"Cena Detal Plac";"Cena Wykonawcy Fabryka";"Cena Wykonawcy Plac";"Cena Hurt Fabryka";"Cena Hurt Plac";"Czy Kurier";"Cena Kurier";"Towar Niedostępny";"Przewidywany czas dostępnosci";"Uwagi";"Sprzedaz jednostkowa";"Szerokosc";"Na Promocji";"Na Palecie";"Czy Koszt Sprzedazy";"wpid"
"Brama COMO dwuskrzydłowa Joniec";2311;"JONIEC";1;"0.01";"0.01";5060;4301;"5591.3";"5635.3";"5376.3";"5420.3";"5161.2";"5205.2";;0;;"2021-12-23 00:00:00";;1;0;;;;21411
"Brama COMO dwuskrzydłowa Joniec";2312;"JONIEC";1;"0.01";"0.01";5060;4301;"5591.3";"5635.3";"5376.3";"5420.3";"5161.2";"5205.2";;0;;"2021-12-23 00:00:00";;1;0;;;;21411
"Brama COMO dwuskrzydłowa Joniec";2313;"JONIEC";1;"0.01";"0.01";5060;4301;"5591.3";"5635.3";"5376.3";"5420.3";"5161.2";"5205.2";;0;;"2021-12-23 00:00:00";;1;0;;;;21411
"Palenisko z funkcją grilla";2314;"GATIGO";0;0;0;"2458.77";"1868.67";2213;0;"2089.96";0;"2040.78";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22233
"Zestaw do koszykówki z koszem na wysokość 2.75 Amatorski";2315;"GATIGO";0;0;0;"2458.77";"1868.67";2213;0;"2089.96";0;"2040.78";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22234
"Zestaw do koszykówki z koszem na wysokość 3.05 Profesjonalny";2316;"GATIGO";0;0;0;"2458.77";"1868.67";2213;0;"2089.96";0;"2040.78";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22235
"Zestaw do koszykówki z regulowanym koszem na wysokość 2.45 – 3.05";2317;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22236
"Zestaw z workiem bokserskim Amatorski";2318;"GATIGO";0;0;0;"1105.77";"840.39";996;0;"939.91";0;"917.79";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22237
"Zestaw z workiem bokserskim Profesjonalny";2319;"GATIGO";0;0;0;"1474.77";"1120.83";1328;0;"1253.56";0;"1224.06";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22238
"Kącik Malarski";2320;"GATIGO";0;0;0;"613.77";"466.47";553;0;"521.71";0;"509.43";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22239
"Kwiatowy ogród Doniczki na ogrodzenie GMH i GNH";2321;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22240
"Huśtawka ogrodowa relaks";2322;"GATIGO";0;0;0;"859.77";"653.43";774;0;"730.81";0;"713.61";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22241
"Uchwyt wielozadaniowy";2323;"GATIGO";0;0;0;"736.77";"559.95";664;0;"626.26";0;"611.52";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22242
"Przęsło GLW8030";2324;"GATIGO";0;2;0;"1672.8";"1271.33";1506;0;"1421.88";0;"1388.43";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22243
"Brama przesuwna GLW8030";2325;"GATIGO";0;6;0;"10737.9";"8160.8";9665;0;"9127.22";0;"8912.46";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22244
"Brama dwuskrzydłowa GLW8030";2326;"GATIGO";0;6;0;"6801.9";"5169.44";6122;0;"5781.62";0;"5645.58";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22245
"Furtka GLW8030";2327;"GATIGO";0;"1.5";0;"2207.85";"1677.97";1988;0;"1876.68";0;"1832.52";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22246
"Przęsło GLW8020";2328;"GATIGO";0;2;0;"897.9";"682.4";809;0;"763.22";0;"745.26";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22247
"Brama przesuwna GLW8020";2329;"GATIGO";0;6;0;"8413.2";"6394.03";7572;0;"7151.22";0;"6982.96";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22248
"Brama dwuskrzydłowa GLW8020";2330;"GATIGO";0;6;0;"4477.2";"3402.67";4030;0;"3805.62";0;"3716.08";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22249
"Furtka GLW8020";2331;"GATIGO";0;"1.5";0;"1626.68";"1236.27";1465;0;"1382.68";0;"1350.15";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22250
"Przęsło GNH8020";2332;"GATIGO";0;2;0;"1156.2";"878.71";1041;0;"982.77";0;"959.65";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22251
"Brama przesuwna GNH8020";2333;"GATIGO";0;6;0;"9188.1";"6982.96";8270;0;"7809.89";0;"7626.13";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22252
"Brama dwuskrzydłowa GNH8020";2334;"GATIGO";0;6;0;"5252.1";"3991.6";4727;0;"4464.29";0;"4359.25";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22253
"Furtka GNH8020";2335;"GATIGO";0;"1.5";0;"1820.4";"1383.5";1639;0;"1547.34";0;"1510.94";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22254
"Przęsło GNHW";2336;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22255
"Brama przesuwna GNHW";2337;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22256
"Brama dwuskrzydłowa GNHW";2338;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22257
"Furtka GNHW";2339;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22258
"Przęsło GNHH";2340;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22259
"Brama przesuwna GNHH";2341;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22260
"Brama dwuskrzydłowa GNHH";2342;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22261
"Furtka GNHH";2343;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22262
"Przęsło GSH8020";2344;"GATIGO";0;2;0;"1463.7";"1112.41";1318;0;"1244.15";0;"1214.88";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22263
"Brama przesuwna GSH8020";2345;"GATIGO";0;6;0;"10110.6";"7684.06";9100;0;"8594.01";0;"8391.8";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22264
"Brama dwuskrzydłowa GSH8020";2346;"GATIGO";0;6;0;"6174.6";"4692.7";5558;0;"5248.41";0;"5124.92";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22265
"Furtka GSH8020";2347;"GATIGO";0;"1.5";0;"2051.03";"1558.78";1846;0;"1743.38";0;"1702.36";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22266
"Przęsło GMH10020";2348;"GATIGO";0;2;0;"971.7";"738.49";875;0;"825.95";0;"806.52";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22267
"Brama przesuwna GMH10020";2349;"GATIGO";0;6;0;"8634.6";"6562.3";7772;0;"7339.41";0;"7166.72";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22268
"Brama dwuskrzydłowa GMH10020";2350;"GATIGO";0;6;0;"4698.6";"3570.94";4229;0;"3993.81";0;"3899.84";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22269
"Furtka GMH10020";2351;"GATIGO";0;"1.5";0;"1682.03";"1278.34";1514;0;"1429.73";0;"1396.09";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22270
"Brama składana jednostronnie GMH10020";2352;"GATIGO";0;6;0;"7404.6";"5627.5";6665;0;"6293.91";0;"6145.82";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22271
"Brama składana dwustronnie GMH10020";2353;"GATIGO";0;6;0;"10356.6";"7871.02";9321;0;"8803.11";0;"8595.98";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22272
"Przęsło GMH8020";2354;"GATIGO";0;2;0;"897.9";"682.4";809;0;"763.22";0;"745.26";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22273
"Brama przesuwna GMH8020";2355;"GATIGO";0;6;0;"8413.2";"6394.03";7572;0;"7151.22";0;"6982.96";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22274
"Brama dwuskrzydłowa GMH8020";2356;"GATIGO";0;6;0;"4477.2";"3402.67";4030;0;"3805.62";0;"3716.08";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22275
"Furtka GMH8020";2357;"GATIGO";0;"1.5";0;"1626.68";"1236.27";1465;0;"1382.68";0;"1350.15";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22276
"Brama składana jednostronnie GMH8020";2358;"GATIGO";0;6;0;"2693.7";"2047.21";2425;0;"2289.65";0;"2235.78";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22277
"Brama składana dwustronnie GMH8020";2359;"GATIGO";0;6;0;"8413.2";"6394.03";7572;0;"7151.22";0;"6982.96";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22278
"Przęsło GMH4020";2360;"GATIGO";0;2;0;2460;"1869.6";2214;0;2091;0;"2041.8";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22279
"Brama przesuwna GMH4020";2361;"GATIGO";0;6;0;"2982.75";"2266.89";2685;0;"2535.34";0;"2475.69";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22280
"Brama dwuskrzydłowa GMH4020";2362;"GATIGO";0;6;0;6519;"4954.44";5868;0;"5541.15";0;"5410.77";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22281
"Furtka GMH4020";2363;"GATIGO";0;"1.5";0;"7948.88";"6041.15";7154;0;"6756.55";0;"6597.57";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22282
"Brama składana jednostronnie GMH4020";2364;"GATIGO";0;6;0;"2029.5";"1542.42";1827;0;"1725.08";0;"1684.49";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22283
"Brama składana dwustronnie GMH4020";2365;"GATIGO";0;6;0;7749;"5889.24";6975;0;"6586.65";0;"6431.67";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22284
"Przęsło GMW6020";2366;"GATIGO";0;2;0;"2546.1";"1935.04";2292;0;"2164.19";0;"2113.27";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22285
"Brama przesuwna GMW6020";2367;"GATIGO";0;6;0;"3241.05";"2463.2";2917;0;"2754.9";0;"2690.08";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22286
"Brama dwuskrzydłowa GMW6020";2368;"GATIGO";0;6;0;"2287.8";"1738.73";2060;0;"1944.63";0;"1898.88";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22287
"Furtka GMW6020";2369;"GATIGO";0;"1.5";0;"6291.45";"4781.5";5663;0;"5347.74";0;"5221.91";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22288
"Brama składana jednostronnie GMW6020";2370;"GATIGO";0;6;0;"4071.3";"3094.19";3665;0;"3460.61";0;"3379.18";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22289
"Brama składana dwustronnie GMW6020";2371;"GATIGO";0;6;0;"3241.05";"2463.2";2917;0;"2754.9";0;"2690.08";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22290
"Przęsło GMW8020";2372;"GATIGO";0;2;0;"5202.9";"3954.2";4683;0;"4422.47";0;"4318.41";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22291
"Brama przesuwna GMW8020";2373;"GATIGO";0;6;0;"9581.7";"7282.09";8624;0;"8144.45";0;"7952.82";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22292
"Brama dwuskrzydłowa GMW8020";2374;"GATIGO";0;6;0;"2140.2";"1626.55";1927;0;"1819.17";0;"1776.37";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22293
"Furtka GMW8020";2375;"GATIGO";0;"1.5";0;"6254.55";"4753.46";5630;0;"5316.37";0;"5191.28";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22294
"Brama składana jednostronnie GMW8020";2376;"GATIGO";0;6;0;"3923.7";"2982.01";3532;0;"3335.15";0;"3256.68";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22295
"Brama składana dwustronnie GMW8020";2377;"GATIGO";0;6;0;"3093.45";"2351.02";2785;0;"2629.44";0;"2567.57";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22296
"Przęsło GMW4020";2378;"GATIGO";0;2;0;"639.6";"486.1";576;0;"543.66";0;"530.87";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22297
"Brama przesuwna GMW4020";2379;"GATIGO";0;6;0;"7638.3";"5805.11";6875;0;"6492.56";0;"6339.79";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22298
"Brama dwuskrzydłowa GMW4020";2380;"GATIGO";0;6;0;"3702.3";"2813.75";3333;0;"3146.96";0;"3072.91";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22299
"Furtka GMW4020";2381;"GATIGO";0;"1.5";0;"1432.95";"1089.04";1290;0;"1218.01";0;"1189.35";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22300
"Brama składana jednostronnie GMW4020";2382;"GATIGO";0;6;0;"6408.3";"4870.31";5768;0;"5447.06";0;"5318.89";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22301
"Brama składana dwustronnie GMW4020";2383;"GATIGO";0;6;0;"9360.3";"7113.83";8425;0;"7956.26";0;"7769.05";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22302
"Słupek 80x80x2000 do przęseł do 1.3m";2384;"GATIGO";0;0;0;"302.58";"229.96";273;0;"257.2";0;"251.15";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22303
"Słupek 80x80x2300 do przęseł do 1.6m";2385;"GATIGO";0;0;0;"347.97";"264.45";314;0;"295.78";0;"288.82";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22304
"Słupek 80x80x2600 do przęseł do 1.9m";2386;"GATIGO";0;0;0;"393.35";"298.95";355;0;"334.36";0;"326.49";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22305
"Słupek 120x120x2000 do furtki i bramy wys.1.3m";2387;"GATIGO";0;0;0;"430.5";"327.18";388;0;"365.93";0;"357.32";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22306
"Słupek 120x120x2300 do furtki i bramy wys.1.6m";2388;"GATIGO";0;0;0;"495.08";"376.26";446;0;"420.82";0;"410.92";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22307
"Słupek 120x120x2600 do furtki i bramy wys.1.9m";2389;"GATIGO";0;0;0;"559.65";"425.33";504;0;"475.71";0;"464.51";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22308
"Napęd SOMMER TWIST 200e do bram 1 skrzydłowych";2390;"GATIGO";0;0;0;"2760.12";"2097.69";2485;0;"2346.11";0;"2290.9";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22309
"Napęd SOMMER TWIST 350 do bram 1 skrzydłowych";2391;"GATIGO";0;0;0;"3313.62";"2518.35";2983;0;"2816.58";0;"2750.31";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22310
"Napęd SOMMER TWIST 200e do bram 2 skrzydłowych";2392;"GATIGO";0;0;0;"3067.62";"2331.39";2761;0;"2607.48";0;"2546.13";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22311
"Napęd SOMMER TWIST 350 do bram 2 skrzydłowych";2393;"GATIGO";0;0;0;"4113.12";"3125.97";3702;0;"3496.16";0;"3413.89";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22312
"Napęd SOMMER SP 900 do bram przesuwnych";2394;"GATIGO";0;0;0;3936;"2991.36";3543;0;"3345.6";0;"3266.88";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22313
"Pilot SOMMER do napędów";2395;"GATIGO";0;0;0;"98.4";"74.78";89;0;"83.64";0;"81.68";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22314
"Lampa ostrzegawcza LED z uchwytem";2396;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22315
"Fotokomórki obrotowe 180st. SOMMER";2397;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22316
"Zasilacz awaryjny SOMMER z przewodem ";2398;"GATIGO";0;0;0;"393.6";"299.14";355;0;"334.56";0;"326.69";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22317
"Czytnik linii papilarnych";2399;"GATIGO";0;0;0;"799.5";"607.62";720;0;"679.58";0;"663.59";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22318
"Stykowa listwa zabezpieczająca";2400;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23233
"Listwa Antywłamaniowa 1mb";2401;"GATIGO";0;0;0;"172.2";"130.87";155;0;"146.37";0;"142.93";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22320
"Rygiel elektryczny";2402;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22321
"Elektrozaczep LOCINOX INTRALEC";2403;"GATIGO";0;0;0;615;"467.4";554;0;"522.75";0;"510.45";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22322
"Łapacz skrzydła";2404;"GATIGO";0;0;0;"151.29";"114.98";137;0;"128.6";0;"125.58";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22323
"Gałka Alu";2405;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22324
"Samozamykacz SAMSON-2 Locinox";2406;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22325
"Elektrozaczep Łucznik";2407;"GATIGO";0;0;0;246;"186.96";222;0;"209.1";0;"204.18";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22326
"Tabliczka z numerem domu";2408;"GATIGO";0;0;0;"307.5";"233.7";277;0;"261.38";0;"255.23";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22327
"Klamko - Pochwyt do furtki";2409;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22328
"Brama uchylna 100x20 NIT";2410;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22329
"Furtka 100x20 NIT";2411;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22330
"Brama przesuwna 100x20 NIT";2412;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22331
"Przęsło 100x20 NIT";2413;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22332
"Brama uchylna 80x20 NIT";2414;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22333
"Furtka 80x20 NIT";2415;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22334
"Brama przesuwna 80x20 NIT";2416;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22335
"Przęsło 80x20 NIT";2417;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22336
"Brama uchylna Wzór 1";2418;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23348
"Furtka Wzór 1";2419;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23372
"Przęsło Wzór 1";2420;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23360
"Brama uchylna Wzór 2";2421;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23344
"Furtka Wzór 2";2422;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22341
"Przęsło Wzór 2";2423;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22342
"Brama uchylna Wzór 3";2424;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22343
"Furtka Wzór 3";2425;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22344
"Przęsło Wzór 3";2426;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22345
"Brama przesuwna pod zabudowę";2427;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22346
"Brama uchylna pod zabudowę";2428;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22347
"Furtka pod zabudowę";2429;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22348
"Brama pod zabudowę panelem h-1230";2430;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22349
"Furtka zabudowana panelem 2D";2431;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22350
"Brama uchylna zabudowana panelem 2D";2432;"SWORNOWSKI";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22351
"Kwiatowy ogród Doniczki na ogrodzenie GMH i GNH - Biały_g";2433;"GATIGO";0;0;0;"367.77";"279.51";331;0;"312.61";0;"305.25";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22421
"Kwiatowy ogród Doniczki na ogrodzenie GMH i GNH - niebieski_g";2434;"GATIGO";0;0;0;"367.77";"279.51";331;0;"312.61";0;"305.25";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22422
"Kwiatowy ogród Doniczki na ogrodzenie GMH i GNH - szary_g";2435;"GATIGO";0;0;0;"367.77";"279.51";331;0;"312.61";0;"305.25";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22423
"Kwiatowy ogród Doniczki na ogrodzenie GMH i GNH - zielony_g";2436;"GATIGO";0;0;0;"367.77";"279.51";331;0;"312.61";0;"305.25";0;;0;;"2021-12-23 00:00:00";;1;0;;;;22424
"Kaucja paleta Gatigo";2437;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;22439
"Stykowa listwa zabezpieczająca";2438;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23233
"Stykowa listwa zabezpieczająca";2439;"GATIGO";0;0;0;0;0;0;0;0;0;0;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23233
"Brama uchylna 100x20 NIT - Standardowe RAL";2440;"SWORNOWSKI";0;3350;0;4400;4000;5000;0;4800;0;4720;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23249
"Brama uchylna 100x20 NIT - Niestandardowe z palety RAL";2441;"SWORNOWSKI";0;0;0;5280;4800;6000;0;5760;0;5664;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23251
"Brama uchylna 100x20 NIT - Ocynk";2442;"SWORNOWSKI";0;3350;0;3685;3350;"4187.5";0;4020;0;3953;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23253
"Brama przesuwna 100x20 NIT - Standardowe RAL";2443;"SWORNOWSKI";0;5400;0;6875;6250;"7812.5";0;7500;0;7375;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23266
"Brama przesuwna 100x20 NIT - Niestandardowe z palety RAL";2444;"SWORNOWSKI";0;0;0;8250;7500;9375;0;9000;0;8850;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23268
"Brama przesuwna 100x20 NIT - Ocynk";2445;"SWORNOWSKI";0;5400;0;5940;5400;6750;0;6480;0;6372;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23270
"Furtka 100x20 NIT - Standardowe RAL";2446;"SWORNOWSKI";0;1020;0;1342;1220;1525;0;1464;0;"1439.6";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23272
"Furtka 100x20 NIT - Niestandardowe z palety RAL";2447;"SWORNOWSKI";0;0;0;"1610.4";1464;1830;0;"1756.8";0;"1727.52";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23274
"Furtka 100x20 NIT - Ocynk";2448;"SWORNOWSKI";0;1020;0;1122;1020;1275;0;1224;0;"1203.6";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23276
"Furtka 80x20 NIT - Standardowy RAL";2449;"SWORNOWSKI";0;900;0;1155;1050;"1312.5";0;1260;0;1239;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23279
"Furtka 80x20 NIT - Niestandardowy RAL";2450;"SWORNOWSKI";0;0;0;1386;1260;1575;0;1512;0;"1486.8";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23281
"Furtka 80x20 NIT - Ocynk";2451;"SWORNOWSKI";0;900;0;990;900;1125;0;1080;0;1062;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23283
"Brama uchylna 80x20 NIT - Standardowy RAL";2452;"SWORNOWSKI";0;2650;0;3465;3150;"3937.5";0;3780;0;3717;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23285
"Brama uchylna 80x20 NIT - Niestandardowy RAL";2453;"SWORNOWSKI";0;0;0;4158;3780;4725;0;4536;0;"4460.4";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23287
"Brama uchylna 80x20 NIT - Ocynk";2454;"SWORNOWSKI";0;2650;0;2915;2650;"3312.5";0;3180;0;3127;0;;0;;"2021-12-23 00:00:00";;1;0;;;;23289
"Przęsło 100x20 NIT - Standardowy RAL";2455;"SWORNOWSKI";0;540;0;836;760;950;0;912;0;"896.8";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23292
"Przęsło 100x20 NIT - Niestandardowy RAL";2456;"SWORNOWSKI";0;0;0;"1003.2";912;1140;0;"1094.4";0;"1076.16";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23294
"Przęsło 100x20 NIT - Ocynk";2457;"SWORNOWSKI";0;540;0;594;540;675;0;648;0;"637.2";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23296
"Przęsło 80x20 NIT - Standardowe RAL";2458;"SWORNOWSKI";0;420;0;638;580;725;0;696;0;"684.4";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23298
"Przęsło 80x20 NIT - Niestandardowe RAL";2459;"SWORNOWSKI";0;0;0;"765.6";696;870;0;"835.2";0;"821.28";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23300
"Przęsło 80x20 NIT - Ocynk";2460;"SWORNOWSKI";0;420;0;462;420;525;0;504;0;"495.6";0;;0;;"2021-12-23 00:00:00";;1;0;;;;23302
