LP,Nazwa,PRODUCENT,Dopłata bez rabatu,CENA SZTUKI BEZ RABATU,CENA KATALOGOWA NETTO,KATALOGOWA,CENA TRANSPORTU BRUTTO,ile na zest,cena transp b.,Rabat oferta,cena zakupu brutto fabryka,cena zakupu netto,cena zakupu brutto plac wieliczka,Rabat właściwy hurt,Rabat właściwy brukarski,Rabat właściwy detaliczny,rabat basic,FABRYKA DETAL,PLAC DETAL,ZYSK Z FABRYKI DETAL,ZYSK Z PLACU DETAL,FABRYKA HURT,PLAC HURT,ZYSK Z FABRYKI HURT,ZYSK Z PLACU  HURT,FABRYKA SPECJALNA,PLAC SPECJALNA,ZYSK Z FABRYKI  SPECJALNA,ZYSK Z PLACU SPECJALNA,CENA M2/szt,WAGA m2/szt,WAGA PALETY,PAKOWANIE m2/szt,CENA KURIERA,CENA STRONA,ILOŚĆ WARSTW,Sprzedawany z placu,Sprzedawany na warstwy,minimalna ilosc,paletowane,prowizja na sztuki
3004,Impregnat Libet do betonu,LIBET,,,,"135,30","332,1",16,0,"78,1","96,06","78,1","96,06",18,15,10,29,"121,77","121,77","20,90","20,90","115,01","115,01","15,40","15,40","110,95","110,95","12,10","12,10",,"1,00","1,00",1,,"121,77",,,,1,0,0
3005,Klej do betonu 2w1,LIBET,,,,"28,29","332,1",16,0,"16,33","20,09","16,33","20,09",13,10,5,29,"26,88","26,88","5,52","5,52","25,47","25,47","4,38","4,38","24,62","24,62","3,69","3,69",,"1,00","1,00",1,,"26,88",,,,1,0,0
3006,Regulowany wspornik tarasowy 17-30 mm,LIBET,,,,"8,67","332,1",1,0,5,"6,16",5,"6,16",13,10,5,29,"8,24","8,24","1,69","1,69","7,81","7,81","1,34","1,34","7,55","7,55","1,13","1,13",,"1,00","1,00",1,,"8,24",,,,1,0,0
3007,Regulowany wspornik tarasowy 30-45 mm,LIBET,,,,"10,33","332,1",16,0,"5,96","7,33","5,96","7,33",13,10,5,29,"9,82","9,82","2,02","2,02","9,30","9,30","1,60","1,60","8,99","8,99","1,35","1,35",,"1,00","1,00",1,,"9,82",,,,1,0,0
3008,Regulowany wspornik tarasowy 45-70 mm,LIBET,,,,"11,19","332,1",16,0,"6,46","7,94","6,46","7,94",13,10,5,29,"10,64","10,64","2,19","2,19","10,08","10,08","1,74","1,74","9,74","9,74","1,46","1,46",,"1,00","1,00",1,,"10,64",,,,1,0,0
3009,Regulowany wspornik tarasowy 70-120 mm,LIBET,,,,"12,61","332,1",16,0,"7,28","8,95","7,28","8,95",13,10,5,29,"11,98","11,98","2,46","2,46","11,35","11,35","1,95","1,95","10,98","10,98","1,65","1,65",,"1,00","1,00",1,,"11,98",,,,1,0,0
3010,Regulowany wspornik tarasowy 120-220 mm,LIBET,,,,"14,08","332,1",16,0,"8,13",10,"8,13",10,13,10,5,29,"13,38","13,38","2,75","2,75","12,68","12,68","2,18","2,18","12,25","12,25","1,83","1,83",,"1,00","1,00",1,,"13,38",,,,1,0,0
3011,Tuleja dystansowa 100 mm,LIBET,,,,"6,09","332,1",16,0,"3,52","4,32","3,52","4,32",8,5,0,29,"6,09","6,09","1,44","1,44","5,79","5,79","1,19","1,19","5,61","5,61","1,05","1,05",,"1,00","1,00",1,,"6,09",,,,1,0,0
3012,Głowica samopoziomująca 16.5 mm,LIBET,,,,"4,80","332,1",16,0,"2,77","3,41","2,77","3,41",13,10,5,29,"4,56","4,56","0,94","0,94","4,32","4,32","0,74","0,74","4,18","4,18","0,63","0,63",,"1,00","1,00",1,,"4,56",,,,1,0,0
3013,Regulowany wspornik tarasowy MAX 150-350 mm,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3014,Tuleja dystansowa MAX 200 mm,LIBET,,,,"11,69","332,1",16,0,"6,75","8,3","6,75","8,3",13,10,5,29,"11,11","11,11","2,28","2,28","10,53","10,53","1,81","1,81","10,18","10,18","1,53","1,53",,"1,00","1,00",1,,"11,11",,,,1,0,0
3015,Głowica samopoziomująca 6% MAX 16 mm,LIBET,,,,"7,75","332,1",16,0,"4,47","5,5","4,47","5,5",13,10,5,29,"7,37","7,37","1,52","1,52","6,98","6,98","1,20","1,20","6,75","6,75","1,01","1,01",,"1,00","1,00",1,,"7,37",,,,1,0,0
3016,Korektor nachylenia podstawy 8% MAX 16mm,LIBET,,,,"9,96","332,1",16,0,"5,75","7,07","5,75","7,07",13,10,5,29,"9,47","9,47","1,95","1,95","8,97","8,97","1,54","1,54","8,67","8,67","1,30","1,30",,"1,00","1,00",1,,"9,47",,,,1,0,0
3017,Wspornik tarasowy pod płyty 2 mm czarny,LIBET,,,,"1,05","332,1",16,0,"0,61","0,75","0,61","0,75",13,10,5,29,"1,00","1,00","0,21","0,21","0,95","0,95","0,17","0,17","0,92","0,92","0,14","0,14",,"1,00","1,00",1,,"1,00",,,,1,0,0
3018,Wspornik tarasowy pod płyty 2 mm transparentny,LIBET,,,,"1,48","332,1",16,0,"0,85","1,05","0,85","1,05",13,10,5,29,"1,41","1,41","0,29","0,29","1,34","1,34","0,24","0,24","1,29","1,29","0,19","0,19",,"1,00","1,00",1,,"1,41",,,,1,0,0
3019,Wspornik tarasowy pod płyty 8 mm gumowy,LIBET,,,,"3,51","332,1",16,0,"2,03","2,49","2,03","2,49",13,10,5,29,"3,34","3,34","0,69","0,69","3,16","3,16","0,54","0,54","3,06","3,06","0,46","0,46",,"1,00","1,00",1,,"3,34",,,,1,0,0
3020,Wspornik tarasowy pod płyty stałej wysokości 10 mm modułowa,LIBET,,,,"1,97","332,1",16,0,"1,14","1,4","1,14","1,4",13,10,5,29,"1,88","1,88","0,39","0,39","1,78","1,78","0,31","0,31","1,72","1,72","0,26","0,26",,"1,00","1,00",1,,"1,88",,,,1,0,0
3021,Wspornik tarasowy pod płyty stałej wysokości 15 mm modułowa,LIBET,,,,"2,21","332,1",16,0,"1,28","1,57","1,28","1,57",13,10,5,29,"2,10","2,10","0,43","0,43","1,99","1,99","0,34","0,34","1,93","1,93","0,29","0,29",,"1,00","1,00",1,,"2,10",,,,1,0,0
3022,Wspornik tarasowy pod płyty stałej wysokości 16 mm modułowa,LIBET,,,,"3,32","332,1",16,0,"1,92","2,36","1,92","2,36",13,10,5,29,"3,16","3,16","0,65","0,65","2,99","2,99","0,51","0,51","2,89","2,89","0,43","0,43",,"1,00","1,00",1,,"3,16",,,,1,0,0
3023,"Gumowy podkład wyrównujący 100 mm h-1,5 mm",LIBET,,,,"1,29","332,1",16,0,"0,74","0,92","0,74","0,92",13,10,5,29,"1,23","1,23","0,26","0,26","1,17","1,17","0,21","0,21","1,13","1,13","0,17","0,17",,"1,00","1,00",1,,"1,23",,,,1,0,0
3024,"Gumowy podkład wyrównujący 145 mm h-1,5 mm",LIBET,,,,"1,41","332,1",16,0,"0,81",1,"0,81",1,13,10,5,29,"1,34","1,34","0,28","0,28","1,27","1,27","0,22","0,22","1,23","1,23","0,19","0,19",,"1,00","1,00",1,,"1,34",,,,1,0,0
3025,Gumowy podkład wyrównujący h-1 mm do podkładki 16 mm,LIBET,,,,"3,08","332,1",16,0,"1,78","2,19","1,78","2,19",13,10,5,29,"2,93","2,93","0,60","0,60","2,78","2,78","0,48","0,48","2,68","2,68","0,40","0,40",,"1,00","1,00",1,,"2,93",,,,1,0,0
3026,Klipsy do montażu maskownic - górny,LIBET,,,,"15,93","332,1",16,0,"9,2","11,31","9,2","11,31",13,10,5,29,"15,14","15,14","3,11","3,11","14,34","14,34","2,46","2,46","13,86","13,86","2,07","2,07",,"1,00","1,00",1,,"15,14",,,,1,0,0
3027,Klipsy do montażu maskownic - dolny,LIBET,,,,"14,33","332,1",16,0,"8,27","10,17","8,27","10,17",13,10,5,29,"13,62","13,62","2,80","2,80","12,90","12,90","2,22","2,22","12,47","12,47","1,87","1,87",,"1,00","1,00",1,,"13,62",,,,1,0,0
3028,Klips dylatacyjny od ściany,LIBET,,,,"8,36","332,1",16,0,"4,83","5,94","4,83","5,94",13,10,5,29,"7,95","7,95","1,64","1,64","7,53","7,53","1,30","1,30","7,28","7,28","1,09","1,09",,"1,00","1,00",1,,"7,95",,,,1,0,0
3029,Gumowe podkładki pod wsporniki 200x200x3 mm,LIBET,,,,"3,63","332,1",16,0,"2,1","2,58","2,1","2,58",13,10,5,29,"3,45","3,45","0,71","0,71","3,27","3,27","0,56","0,56","3,16","3,16","0,47","0,47",,"1,00","1,00",1,,"3,45",,,,1,0,0
3030,Gumowe podkładki pod wsporniki 200x200x8 mm,LIBET,,,,"5,54","332,1",16,0,"3,2","3,93","3,2","3,93",13,10,5,29,"5,27","5,27","1,09","1,09","4,99","4,99","0,86","0,86","4,82","4,82","0,72","0,72",,"1,00","1,00",1,,"5,27",,,,1,0,0
3031,Gumowe podkładki pod wsporniki 100x100x5 mm,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3032,Gumowe podkładki pod wsporniki 100x100x10 mm,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3033,"Skrzynka rozsączająca baza (0,16 m3)",LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3034,Ścianka skrzynki rozsączającej,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3035,Klips montażowy boczny do skrzynki rozsączającej,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3036,Klips montażowy pionowy do skrzynki rozsączającej,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3037,Zaślepka kolumn do skrzynki rozsączającej,LIBET,,,,,"332,1",16,0,0,0,0,0,3,,0,,"0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00","0,00",,"1,00","1,00",1,,"0,00",,,,1,0,0
3038,Obrzeże Libet Bord,LIBET,,,,"8,55","332,1",16,0,"4,94","6,07","4,94","6,07",13,10,5,29,"8,13","8,13","1,67","1,67","7,70","7,70","1,32","1,32","7,44","7,44","1,11","1,11",,"1,00","1,00",1,,"8,13",,,,1,0,0
3039,Gwóźdź do obrzeża Libet Bord,LIBET,,,,"20,79","332,1",16,0,12,"14,76",12,"14,76",13,10,5,29,"19,76","19,76","4,06","4,06","18,72","18,72","3,22","3,22","18,09","18,09","2,71","2,71",,"2,00","1,00",1,,"19,76",,,,1,0,0
3040,Nakładka Libet Bord,LIBET,,,,"28,17","332,1",16,0,"22,9","28,17","22,9","28,17",0,0,0,,"28,17","28,17","0,00","0,00","28,17","28,17","0,00","0,00","28,17","28,17","0,00","0,00",,"2,00","1,00",10,,"28,17",,,,10,0,0
3041,Narożnik nakładki Libet Bord,LIBET,,,,"28,17","332,1",16,0,"22,9","28,17","22,9","28,17",0,0,0,,"28,17","28,17","0,00","0,00","28,17","28,17","0,00","0,00","28,17","28,17","0,00","0,00",,"2,00","1,00",10,,"28,17",,,,10,0,0
3042,Kratka trawnikowa Libet wys. 50 mm,LIBET,,,,"73,80","332,1",16,0,"42,6","52,4","42,6","52,4",13,10,5,29,"70,11","70,11","14,40","14,40","66,42","66,42","11,40","11,40","64,21","64,21","9,60","9,60",,"100,00","1,00",1,,"70,11",,,,1,0,0
3043,Kratka trawnikowa Libet wys. 40 mm,LIBET,,,,"61,50","332,1",16,0,"35,5","43,67","35,5","43,67",13,10,5,29,"58,43","58,43","12,00","12,00","55,35","55,35","9,50","9,50","53,51","53,51","8,00","8,00",,"100,00","1,00",1,,"58,43",,,,1,0,0
3044,Chwytak do płyt Libet Ceramic 60x60x2,LIBET,,,,"170,20","332,1",16,0,"98,25","120,84","98,25","120,84",13,10,5,29,"161,69","161,69","33,21","33,21","153,18","153,18","26,29","26,29","148,08","148,08","22,14","22,14",,"100,00","1,00",1,,"161,69",,,,1,0,0
3045,Chwytak dwusuwakowy Libet Ceramic 600-1500 mm,LIBET,,,,"684,74","332,1",16,0,"395,26","486,17","395,26","486,17",13,10,5,29,"650,51","650,51","133,61","133,61","616,27","616,27","105,78","105,78","595,73","595,73","89,08","89,08",,"100,00","1,00",1,,"650,51",,,,1,0,0
3046,Chwytak do płytek Libet regulowany 200/300/350/400/500/600 mm,LIBET,,,,"527,55","332,1",16,0,"304,52","374,56","304,52","374,56",13,10,5,29,"501,18","501,18","102,94","102,94","474,80","474,80","81,50","81,50","458,97","458,97","68,63","68,63",,"100,00","1,00",1,,"501,18",,,,1,0,0
3047,Chwytak poprzeczny Libet regulowany do 143 mm,LIBET,,,,"309,84","332,1",16,0,"178,85","219,99","178,85","219,99",13,10,5,29,"294,35","294,35","60,46","60,46","278,86","278,86","47,86","47,86","269,57","269,57","40,31","40,31",,"100,00","1,00",1,,"294,35",,,,1,0,0
3048,Chwytak wzdłużny do płyt Maxima LIBET regulowany 600/800/1000 mm,LIBET,,,,"527,55","332,1",16,0,"304,52","374,56","304,52","374,56",13,10,5,29,"501,18","501,18","102,94","102,94","474,80","474,80","81,50","81,50","458,97","458,97","68,63","68,63",,"100,00","1,00",1,,"501,18",,,,1,0,0
3049,Chwytak wzdłużny Libet regulowany 610/760/810/1010 mm,LIBET,,,,"437,51","332,1",16,0,"252,55","310,63","252,55","310,63",13,10,5,29,"415,64","415,64","85,37","85,37","393,76","393,76","67,58","67,58","380,64","380,64","56,92","56,92",,"100,00","1,00",1,,"415,64",,,,1,0,0
3050,Ręczny chwytak walizkowy Libet,LIBET,,,,"516,23","332,1",16,0,"297,99","366,52","297,99","366,52",13,10,5,29,"490,42","490,42","100,73","100,73","464,61","464,61","79,75","79,75","449,13","449,13","67,16","67,16",,"100,00","1,00",1,,"490,42",,,,1,0,0
3051,Imak brukarski Libet regulowany 40-250 mm,LIBET,,,,"305,29","332,1",16,0,"176,22","216,76","176,22","216,76",13,10,5,29,"290,03","290,03","59,57","59,57","274,77","274,77","47,17","47,17","265,61","265,61","39,72","39,72",,"100,00","1,00",1,,"290,03",,,,1,0,0
3052,Łom brukarski Libet,LIBET,,,,"157,69","332,1",16,0,"91,02","111,96","91,02","111,96",13,10,5,29,"149,81","149,81","30,77","30,77","141,93","141,93","24,37","24,37","137,20","137,20","20,52","20,52",,"100,00","1,00",1,,"149,81",,,,1,0,0
3053,"Młotek brukarski Libet 1,6 kg mały (Guma-Guma)",LIBET,,,,"156,33","332,1",16,0,"90,24","110,99","90,24","110,99",13,10,5,29,"148,52","148,52","30,51","30,51","140,70","140,70","24,15","24,15","136,01","136,01","20,34","20,34",,"100,00","1,00",1,,"148,52",,,,1,0,0
3054,"Młotek brukarski Libet 1,6 kg mały (Guma+Nylon)",LIBET,,,,"182,78","332,1",16,0,"105,51","129,77","105,51","129,77",13,10,5,29,"173,65","173,65","35,67","35,67","164,51","164,51","28,24","28,24","159,02","159,02","23,78","23,78",,"100,00","1,00",1,,"173,65",,,,1,0,0
3055,"Młotek brukarski Libet 1,6 kg mały (Nylon+Nylon)",LIBET,,,,"210,58","332,1",16,0,"121,55","149,51","121,55","149,51",13,10,5,29,"200,06","200,06","41,10","41,10","189,53","189,53","32,54","32,54","183,21","183,21","27,40","27,40",,"100,00","1,00",1,,"200,06",,,,1,0,0
3056,"Młotek brukarski Libet 1,6 kg mały (Elastomer+Elastomer)",LIBET,,,,"257,69","332,1",16,0,"148,75","182,96","148,75","182,96",13,10,5,29,"244,81","244,81","50,28","50,28","231,93","231,93","39,81","39,81","224,20","224,20","33,53","33,53",,"100,00","1,00",1,,"244,81",,,,1,0,0
3057,"Młotek brukarski Libet 3,2 kg duży (Guma-Guma)",LIBET,,,,"245,14","332,1",16,0,"141,5","174,05","141,5","174,05",13,10,5,29,"232,89","232,89","47,84","47,84","220,63","220,63","37,87","37,87","213,28","213,28","31,89","31,89",,"100,00","1,00",1,,"232,89",,,,1,0,0
3058,"Młotek brukarski Libet 3,2 kg duży (Guma+Nylon)",LIBET,,,,"289,79","332,1",16,0,"167,28","205,75","167,28","205,75",13,10,5,29,"275,31","275,31","56,55","56,55","260,82","260,82","44,77","44,77","252,12","252,12","37,70","37,70",,"100,00","1,00",1,,"275,31",,,,1,0,0
3059,"Młotek brukarski Libet 3,2 kg duży (Nylon+Nylon)",LIBET,,,,"298,28","332,1",16,0,"172,18","211,78","172,18","211,78",13,10,5,29,"283,37","283,37","58,20","58,20","268,46","268,46","46,08","46,08","259,51","259,51","38,81","38,81",,"100,00","1,00",1,,"283,37",,,,1,0,0
3060,Przymiar brukarski Libet,LIBET,,,,"151,29","332,1",16,0,"87,33","107,42","87,33","107,42",13,10,5,29,"143,73","143,73","29,52","29,52","136,17","136,17","23,38","23,38","131,63","131,63","19,69","19,69",,"100,00","1,00",1,,"143,73",,,,1,0,0
3061,Opal,LIBET,,,,"674,04","332,1",16,0,"389,08","478,57","389,08","478,57",13,10,5,29,"640,34","640,34","131,52","131,52","606,64","606,64","104,12","104,12","586,42","586,42","87,68","87,68",,"100,00","1,00",1,,"640,34",,,,1,0,0
3062,Barite DL,LIBET,,,,"416,97","332,1",16,0,"240,69","296,05","240,69","296,05",13,10,5,29,"396,13","396,13","81,37","81,37","375,28","375,28","64,42","64,42","362,77","362,77","54,24","54,24",,"100,00","1,00",1,,"396,13",,,,1,0,0
3063,Barite 40,LIBET,,,,"340,71","332,1",16,0,"196,67","241,9","196,67","241,9",13,10,5,29,"323,68","323,68","66,48","66,48","306,64","306,64","52,63","52,63","296,42","296,42","44,32","44,32",,"100,00","1,00",1,,"323,68",,,,1,0,0
3064,Nina,LIBET,,,,"1287,81","332,1",16,0,"743,37","914,35","743,37","914,35",13,10,5,29,"1223,42","1223,42","251,28","251,28","1159,03","1159,03","198,93","198,93","1120,40","1120,40","167,52","167,52",,"100,00","1,00",1,,"1223,42",,,,1,0,0
